SetID	MetaSKATO_P	METASKATO_exome_wide_check	RE_BETAsum	RE_BETAsum_L95	RE_BETAsum_U95	RE_BETAsum_SE	RE_tau2	RE_het	RE_hetP	FE_BETAsum	FE_BETAsum_L95	FE_BETAsum_U95	FE_BETAsum_SE	FE_tau2	FE_het	FE_hetP	cohort1_P.value	cohort1_N.Marker.All	cohort1_N.Marker.Test	cohort1_cMAC	cohort1_cMAF	cohort1_medANDav_Pheno	cohort1_Carriers_AvPheno	cohort1_nonCarriers_AvPheno	cohort1_AvDiff_Pheno	cohort1_Carriers_medianPheno	cohort1_nonCarriers_medianPheno	cohort1_medianDiff_Pheno	cohort1_no_of_carriers	cohort1_P_regression	cohort1_BETA_noOfMutations	cohort1_BETA_L95	cohort1_BETA_U95	cohort1_eff_estimate	cohort1_eff_stdErr	cohort1_exome_wide_check	cohort2_P.value	cohort2_N.Marker.All	cohort2_N.Marker.Test	cohort2_cMAC	cohort2_cMAF	cohort2_medANDav_Pheno	cohort2_Carriers_AvPheno	cohort2_nonCarriers_AvPheno	cohort2_AvDiff_Pheno	cohort2_Carriers_medianPheno	cohort2_nonCarriers_medianPheno	cohort2_medianDiff_Pheno	cohort2_no_of_carriers	cohort2_P_regression	cohort2_BETA_noOfMutations	cohort2_BETA_L95	cohort2_BETA_U95	cohort2_eff_estimate	cohort2_eff_stdErr	cohort2_exome_wide_check	chr	start	end	gene_type	strand	additional_info1	additional_info2
Gene161	0.864765600383287	NA	-4.45	-16.036	7.136	5.911	44.7749975	2.6132825932059	0.105972199080457	-2.595	-8.923	3.732	3.228	44.7749975	2.6132825932059	0.105972199080457	1	10	9	34	0.005667	48_48.61	47.611	48.674	-1.063	53	48	5	18	0.910083920527217	0.422	-6.888	7.731	0.422	3.729	NA	0.364866760123441	10	6	22	0.003667	48_48.61	37.909	49.457	-11.548	25.5	49	-23.5	22	0.0726218967867316	-11.622	-24.264	1.021	-11.622	6.45	NA	1	240500	241500	protein_coding	+	info161	info161
Gene55	0.864954688791954	NA	5.123	-1.25	11.496	3.251	0	0.409911690647227	0.522014331093226	5.123	-1.25	11.496	3.251	0	0.409911690647227	0.522014331093226	0.778987024949565	10	10	14	0.002333	48_48.61	53	48.459	4.541	46.5	48	-1.5	10	0.769926237698394	1.795	-10.221	13.81	1.795	6.131	NA	0.835541415700562	10	7	31	0.005167	48_48.61	60.722	47.837	12.885	67.5	47	20.5	18	0.0949302095623655	6.425	-1.092	13.942	6.425	3.835	NA	1	81500	82500	protein_coding	+	info55	info55
Gene36	0.865122060085136	NA	-1.384	-8.382	5.614	3.57	10.7669615	1.7291875124211	0.188514692985534	-1.484	-6.798	3.83	2.711	10.7669615	1.7291875124211	0.188514692985534	0.746719133379494	10	8	25	0.004167	48_48.61	53.583	48.403	5.181	54.5	47.5	7	12	0.558135145731425	2.326	-5.45	10.103	2.326	3.968	NA	1	10	7	30	0.005	48_48.61	38.444	49.259	-10.814	30.5	49	-18.5	18	0.195235940770586	-4.82	-12.097	2.457	-4.82	3.713	NA	1	53000	54000	non_coding	-	info36	info36
Gene344	0.866173913415803	NA	-1.932	-7.052	3.188	2.612	0	0.0654337891436814	0.79810504879184	-1.932	-7.052	3.188	2.612	0	0.0654337891436814	0.79810504879184	0.621488619157543	10	8	32	0.005333	48_48.61	39.105	49.253	-10.147	34	48	-14	19	0.479104073154341	-2.582	-9.723	4.559	-2.582	3.644	NA	0.400053192734924	10	10	23	0.003833	48_48.61	38.091	49.01	-10.919	35	48	-13	11	0.739990264073892	-1.245	-8.589	6.1	-1.245	3.747	NA	1	515000	516000	non_coding	-	info344	info344
Gene932	0.866995386899142	NA	0.183	-6.032	6.397	3.171	0	0.0395189267337075	0.842424140890049	0.183	-6.032	6.397	3.171	0	0.0395189267337075	0.842424140890049	1	10	9	26	0.004333	48_48.61	44.368	48.897	-4.528	40	48	-8	19	0.918680636291645	-0.464	-9.367	8.439	-0.464	4.542	NA	0.298066262588322	10	8	31	0.005167	48_48.61	52.2	48.284	3.916	53	47	6	25	0.85735039140377	0.797	-7.882	9.475	0.797	4.428	NA	1	1397000	1398000	non_coding	-	info932	info932
Gene789	0.86704730526533	NA	3.219	-9.736	16.175	6.61	64.2874915	3.58142508456465	0.0584290066817085	0.763	-5.185	6.711	3.035	64.2874915	3.58142508456465	0.0584290066817085	0.65706557148306	10	10	36	0.006	48_48.61	43.526	48.954	-5.427	42	48	-6	19	0.473433228272625	-2.507	-9.352	4.338	-2.507	3.492	NA	0.252794892950921	10	6	20	0.003333	48_48.61	62.444	47.727	14.717	62	46.5	15.5	18	0.0779654304728106	10.849	-1.173	22.87	10.849	6.133	NA	1	1182500	1183500	protein_coding	+	info789	info789
Gene967	0.867186548080943	NA	-2.769	-7.395	1.857	2.36	1.0339295	1.09914419968083	0.294453993421328	-2.729	-7.128	1.67	2.244	1.0339295	1.09914419968083	0.294453993421328	0.635297687542586	10	9	33	0.0055	48_48.61	46.071	48.734	-2.663	46	48	-2	14	0.790333697534382	-0.776	-6.493	4.94	-0.776	2.917	NA	1	10	8	36	0.006	48_48.61	37.952	49.412	-11.46	28	49	-21	21	0.11440872866816	-5.564	-12.451	1.323	-5.564	3.514	NA	1	1449500	1450500	protein_coding	+	info967	info967
Gene781	0.868105617919951	NA	2.937	-1.771	7.646	2.402	0	0.00716541848787648	0.932540605480735	2.937	-1.771	7.646	2.402	0	0.00716541848787648	0.932540605480735	0.470398892789489	10	10	27	0.0045	48_48.61	50.385	48.53	1.855	54	48	6	13	0.340089963437718	3.125	-3.284	9.534	3.125	3.27	NA	0.567602007421416	10	9	50	0.008333	48_48.61	50.162	48.392	1.771	48	48	0	37	0.443524054042759	2.717	-4.223	9.656	2.717	3.541	NA	1	1170500	1171500	protein_coding	+	info781	info781
Gene981	0.868350545505243	NA	-1.42	-8.948	6.109	3.841	19.932165	3.05540546435104	0.0804689081169269	-0.913	-5.146	3.319	2.159	19.932165	3.05540546435104	0.0804689081169269	0.594524093292899	10	10	38	0.006333	48_48.61	48.4	48.621	-0.221	51	48	3	15	0.435024817527288	2.183	-3.291	7.658	2.183	2.793	NA	0.587788173371806	10	8	30	0.005	48_48.61	43.267	48.891	-5.625	37	49	-12	15	0.106378874332546	-5.515	-12.188	1.159	-5.515	3.405	NA	1	1470500	1471500	protein_coding	+	info981	info981
Gene492	0.869285165968955	NA	-0.622	-6.673	5.428	3.087	2.918864	1.17517649599236	0.278340157234596	-0.712	-6.264	4.841	2.833	2.918864	1.17517649599236	0.278340157234596	0.550402216645591	10	9	39	0.0065	48_48.61	44.5	49.033	-4.533	38	49	-11	28	0.377885844596492	-3.241	-10.435	3.952	-3.241	3.67	NA	0.816144370853643	10	8	28	0.004667	48_48.61	51.35	48.414	2.936	49.5	48	1.5	20	0.49888199000563	3.017	-5.716	11.75	3.017	4.456	NA	1	737000	738000	non_coding	-	info492	info492
Gene142	0.869461696627755	NA	-4.09	-11.825	3.644	3.946	13.190768	1.73449523640196	0.187837830933448	-4.05	-9.922	1.821	2.996	13.190768	1.73449523640196	0.187837830933448	0.799093055002564	10	10	38	0.006333	48_48.61	48.742	48.595	0.147	51	48	3	31	0.962251489496665	-0.198	-8.404	8.008	-0.198	4.187	NA	0.817596884448828	10	10	40	0.006667	48_48.61	40	49.711	-9.711	35	49	-14	34	0.0601803198451685	-8.091	-16.497	0.314	-8.091	4.288	NA	1	212000	213000	non_coding	-	info142	info142
Gene338	0.869648059025174	NA	0.55	-5.714	6.813	3.196	0	0.636571280163294	0.424955120298534	0.55	-5.714	6.813	3.196	0	0.636571280163294	0.424955120298534	0.756256387980075	10	8	30	0.005	48_48.61	44.556	48.869	-4.313	43.5	48	-4.5	18	0.711606555601719	-1.525	-9.6	6.551	-1.525	4.12	NA	0.463399337479177	10	8	26	0.004333	48_48.61	50.81	48.444	2.365	51	48	3	21	0.46747812220014	3.683	-6.239	13.606	3.683	5.063	NA	1	506000	507000	non_coding	-	info338	info338
Gene1236	0.870190685281419	NA	-2.498	-11.109	6.114	4.394	21.0758235	1.9200605168805	0.165849989153225	-0.99	-5.907	3.928	2.509	21.0758235	1.9200605168805	0.165849989153225	1	10	8	37	0.006167	48_48.61	48.4	48.625	-0.225	38.5	48	-9.5	20	0.840443541139595	0.553	-4.827	5.934	0.553	2.745	NA	0.757638554211085	10	5	15	0.0025	48_48.61	35.909	49.093	-13.184	35	49	-14	11	0.154785878216536	-8.826	-20.952	3.301	-8.826	6.187	NA	1	1853000	1854000	non_coding	-	info1236	info1236
Gene610	0.870789050469513	NA	0.926	-5.697	7.548	3.379	0	0.0688477155107514	0.793021951691751	0.926	-5.697	7.548	3.379	0	0.0688477155107514	0.793021951691751	0.429039484120667	10	9	23	0.003833	48_48.61	55.5	48.118	7.382	66	47	19	20	0.971460613073409	-0.195	-10.869	10.479	-0.195	5.446	NA	0.703439081731258	10	10	42	0.007	48_48.61	50.622	48.327	2.295	50	47	3	37	0.706039638730829	1.627	-6.817	10.071	1.627	4.308	NA	1	914000	915000	non_coding	-	info610	info610
Gene231	0.871255353232523	NA	1.196	-4.346	6.738	2.827	0	0.297957022386687	0.585166027857108	1.196	-4.346	6.738	2.827	0	0.297957022386687	0.585166027857108	0.681004710960068	10	9	28	0.004667	48_48.61	46.895	48.726	-1.831	51	48	3	19	0.876472830122506	-0.696	-9.462	8.07	-0.696	4.473	NA	1	10	6	22	0.003667	48_48.61	61.444	48.213	13.231	69	48	21	9	0.501575914143831	2.455	-4.697	9.608	2.455	3.649	NA	1	345500	346500	protein_coding	+	info231	info231
Gene788	0.871567647307765	NA	-0.131	-5.615	5.353	2.798	0	0.086800937585519	0.768284191026261	-0.131	-5.615	5.353	2.798	0	0.086800937585519	0.768284191026261	1	10	9	33	0.0055	48_48.61	49	48.579	0.421	55	48	7	22	0.868622462274876	0.63	-6.83	8.091	0.63	3.807	NA	0.557568025114936	10	10	32	0.005333	48_48.61	46.783	48.762	-1.979	43	48	-5	23	0.804199500274198	-1.024	-9.111	7.063	-1.024	4.126	NA	1	1181000	1182000	non_coding	-	info788	info788
Gene837	0.8737867456371	NA	0.707	-7.979	9.394	4.432	19.049764	1.90436853631076	0.167590154858406	1.29	-4.828	7.408	3.121	19.049764	1.90436853631076	0.167590154858406	0.361346083796122	10	9	29	0.004833	48_48.61	54.941	48.23	6.711	50	47	3	17	0.246503659236313	4.542	-3.124	12.208	4.542	3.911	NA	0.376550184500291	10	6	15	0.0025	48_48.61	47.667	48.639	-0.973	44	48	-4	9	0.394751795006739	-4.415	-14.567	5.738	-4.415	5.18	NA	1	1254500	1255500	protein_coding	+	info837	info837
Gene550	0.875609534043454	NA	2.524	-9.534	14.581	6.152	50.2898795	2.69927401899931	0.100393951483127	0.063	-5.861	5.987	3.023	50.2898795	2.69927401899931	0.100393951483127	0.627389554444967	10	10	46	0.007667	48_48.61	41.963	49.267	-7.304	39	49	-10	27	0.485095643094122	-2.348	-8.933	4.236	-2.348	3.36	NA	0.64335451910849	10	6	19	0.003167	48_48.61	58.737	47.925	10.812	61	46	15	19	0.138066008636383	10.292	-3.273	23.857	10.292	6.921	NA	1	824000	825000	non_coding	-	info550	info550
Gene956	0.875675470189409	NA	-0.421	-5.517	4.676	2.6	0	0.568746462451956	0.450757469184679	-0.421	-5.517	4.676	2.6	0	0.568746462451956	0.450757469184679	0.760271537326025	10	9	13	0.002167	48_48.61	57.4	48.461	8.939	67	48	19	5	0.613042095290024	2.195	-6.302	10.692	2.195	4.335	NA	0.455668401249998	10	5	24	0.004	48_48.61	35.778	49.007	-13.229	19	48	-29	9	0.561085332977727	-1.891	-8.261	4.479	-1.891	3.25	NA	1	1433000	1434000	non_coding	-	info956	info956
Gene947	0.875834301373249	NA	-2.465	-9.067	4.137	3.368	7.406194	1.4662640863577	0.225936062980927	-2.21	-7.579	3.159	2.739	7.406194	1.4662640863577	0.225936062980927	0.894265670727336	10	9	36	0.006	48_48.61	50.75	48.457	2.293	64	48	16	20	0.908520823292444	0.401	-6.432	7.233	0.401	3.486	NA	0.566984996587217	10	7	26	0.004333	48_48.61	41.562	49.007	-7.445	35	48.5	-13.5	16	0.14803954989875	-6.424	-15.104	2.257	-6.424	4.429	NA	1	1419500	1420500	protein_coding	+	info947	info947
Gene954	0.875991143267352	NA	-3.773	-12.198	4.652	4.299	19.4147115	2.06597506377415	0.150618564247809	-3.155	-8.84	2.53	2.9	19.4147115	2.06597506377415	0.150618564247809	1	10	7	26	0.004333	48_48.61	49.417	48.576	0.84	44.5	48.5	-4	12	0.996719666937512	-0.015	-7.131	7.101	-0.015	3.631	NA	0.632729247955349	10	7	26	0.004333	48_48.61	34	49.598	-15.598	33	49	-16	19	0.0724927208867147	-8.69	-18.14	0.759	-8.69	4.821	NA	1	1430000	1431000	non_coding	-	info954	info954
Gene1035	0.876314530376782	NA	-1.214	-12.285	9.856	5.648	40.048392	2.64153525574189	0.104102899352383	-0.285	-6.889	6.319	3.369	40.048392	2.64153525574189	0.104102899352383	0.275019132604975	10	8	19	0.003167	48_48.61	40.933	49.014	-8.081	33	49	-16	15	0.180289536250385	-7.457	-18.339	3.425	-7.457	5.552	NA	0.680822363908916	10	10	30	0.005	48_48.61	49.318	48.554	0.764	54	48	6	22	0.358821901460622	3.896	-4.412	12.204	3.896	4.239	NA	1	1551500	1552500	protein_coding	+	info1035	info1035
Gene745	0.876719462068771	NA	-0.332	-7.777	7.114	3.799	0	0.00283722824529658	0.957520257819153	-0.332	-7.777	7.114	3.799	0	0.00283722824529658	0.957520257819153	0.910997249598609	10	7	20	0.003333	48_48.61	49.176	48.576	0.6	45	48	-3	17	0.922906835472616	-0.573	-12.164	11.018	-0.573	5.914	NA	0.648589900113513	10	4	23	0.003833	48_48.61	46.938	48.704	-1.767	50.5	48	2.5	16	0.973879223449592	-0.162	-9.877	9.552	-0.162	4.956	NA	1	1116500	1117500	protein_coding	+	info745	info745
Gene439	0.879072495593239	NA	0.933	-4.481	6.347	2.762	0	0.459264314279442	0.497967997683866	0.933	-4.481	6.347	2.762	0	0.459264314279442	0.497967997683866	1	10	10	40	0.006667	48_48.61	47.577	48.708	-1.131	43.5	49	-5.5	26	0.845639502607895	-0.717	-7.934	6.499	-0.717	3.682	NA	0.638536259099105	10	9	28	0.004667	48_48.61	52	48.394	3.606	53.5	48	5.5	18	0.464956954875717	3.057	-5.132	11.246	3.057	4.178	NA	1	657500	658500	protein_coding	+	info439	info439
Gene1139	0.879775701765555	NA	-0.787	-4.972	3.398	2.135	1.285058	1.08769571982311	0.296982327330911	-0.625	-4.353	3.102	1.902	1.285058	1.08769571982311	0.296982327330911	0.706505072436634	10	10	38	0.006333	48_48.61	47.167	48.67	-1.503	39	49	-10	12	0.92693679363763	0.189	-3.841	4.218	0.189	2.056	NA	0.881325817202219	10	7	22	0.003667	48_48.61	41.188	49.028	-7.841	27	48	-21	16	0.276783098315527	-5.457	-15.272	4.359	-5.457	5.008	NA	1	1707500	1708500	protein_coding	+	info1139	info1139
Gene568	0.880132908437147	NA	1.83	-2.098	5.759	2.004	0	0.455104125770713	0.499920999793702	1.83	-2.098	5.759	2.004	0	0.455104125770713	0.499920999793702	1	10	10	32	0.005333	48_48.61	47.562	48.669	-1.107	43.5	48.5	-5	16	0.966918895946783	-0.147	-7.106	6.812	-0.147	3.551	NA	0.806266134531379	10	10	47	0.007833	48_48.61	62.15	47.643	14.507	78	46	32	20	0.257445858463196	2.755	-2.004	7.514	2.755	2.428	NA	1	851000	852000	non_coding	-	info568	info568
Gene81	0.883051339069728	NA	3.837	-1.631	9.305	2.79	0	0.112939679348878	0.736821856422647	3.837	-1.631	9.305	2.79	0	0.112939679348878	0.736821856422647	0.525291396934966	10	10	35	0.005833	48_48.61	56.579	48.071	8.508	51	48	3	19	0.382331037433546	3.102	-3.847	10.05	3.102	3.545	NA	0.656099671733909	10	7	31	0.005167	48_48.61	55.833	47.982	7.851	58	47	11	24	0.266644350453517	5.033	-3.831	13.897	5.033	4.522	NA	1	120500	121500	protein_coding	+	info81	info81
Gene903	0.883089396044816	NA	0.898	-5.446	7.241	3.236	5.6773475	1.37142131430087	0.241567832308195	0.865	-4.55	6.28	2.763	5.6773475	1.37142131430087	0.241567832308195	0.37146958953688	10	10	37	0.006167	48_48.61	53.926	48.084	5.842	58	47	11	27	0.289721133833617	4.222	-3.58	12.025	4.222	3.981	NA	0.704339883523539	10	10	34	0.005667	48_48.61	41.13	49.231	-8.101	39	49	-10	23	0.557563869730114	-2.253	-9.773	5.268	-2.253	3.837	NA	1	1353500	1354500	protein_coding	+	info903	info903
Gene723	0.883958852759923	NA	-2.342	-9.61	4.926	3.708	0	0.847466549003969	0.357270028088032	-2.342	-9.61	4.926	3.708	0	0.847466549003969	0.357270028088032	0.888524933821012	10	7	27	0.0045	48_48.61	47.1	48.718	-1.618	43	48	-5	20	0.931260859725503	0.411	-8.926	9.749	0.411	4.764	NA	0.606762301024799	10	5	18	0.003	48_48.61	37	49.178	-12.178	34	48.5	-14.5	14	0.266540460399184	-6.575	-18.152	5.002	-6.575	5.907	NA	1	1083500	1084500	protein_coding	+	info723	info723
Gene267	0.885792062515255	NA	-3.205	-12.595	6.184	4.791	26.0507695	2.31194561705388	0.128383263850029	-3.293	-9.465	2.88	3.149	26.0507695	2.31194561705388	0.128383263850029	0.855188788898161	10	5	24	0.004	48_48.61	52	48.406	3.594	51	48	3	17	0.715478368081436	1.652	-7.22	10.524	1.652	4.527	NA	0.867440476451163	10	9	27	0.0045	48_48.61	36.706	49.325	-12.619	37	49	-12	17	0.0714798829651014	-7.93	-16.522	0.662	-7.93	4.384	NA	1	399500	400500	protein_coding	+	info267	info267
Gene948	0.885837421555526	NA	3.762	0.465	7.058	1.682	0	0.897341024819083	0.343495682034945	3.762	0.465	7.058	1.682	0	0.897341024819083	0.343495682034945	1	10	9	25	0.004167	48_48.61	50	48.532	1.468	50.5	48	2.5	16	0.996289830094042	0.02	-8.393	8.433	0.02	4.293	NA	0.718860097976274	10	10	36	0.006	48_48.61	70.5	48.01	22.49	72.5	47	25.5	8	0.0157525823800738	4.44	0.857	8.022	4.44	1.828	NA	1	1421000	1422000	non_coding	-	info948	info948
Gene804	0.88602100214809	NA	-0.663	-5.752	4.427	2.597	0	0.0115754518080936	0.914321505972572	-0.663	-5.752	4.427	2.597	0	0.0115754518080936	0.914321505972572	1	10	10	27	0.0045	48_48.61	47.062	48.697	-1.635	44.5	48.5	-4	16	0.796443800275513	-0.934	-8.027	6.159	-0.934	3.619	NA	0.401538393568127	10	10	31	0.005167	48_48.61	45.81	48.821	-3.011	44	48	-4	21	0.919841870193906	-0.375	-7.682	6.931	-0.375	3.728	NA	1	1205000	1206000	non_coding	-	info804	info804
Gene379	0.886370005189421	NA	4.097	-3.026	11.219	3.634	0	0.337149452882168	0.561479251269457	4.097	-3.026	11.219	3.634	0	0.337149452882168	0.561479251269457	0.819755072184955	10	3	14	0.002333	48_48.61	48.429	48.619	-0.19	48.5	48	0.5	14	0.993360479649445	-0.067	-15.822	15.688	-0.067	8.039	NA	0.825891308889716	10	9	31	0.005167	48_48.61	53.143	48.269	4.874	56	47	9	21	0.205772851738884	5.166	-2.819	13.151	5.166	4.074	NA	1	567500	568500	protein_coding	+	info379	info379
Gene1064	0.888482678986569	NA	2.409	-3.295	8.114	2.911	0	0.288932127755503	0.590905661884587	2.409	-3.295	8.114	2.911	0	0.288932127755503	0.590905661884587	0.454912090773112	10	6	24	0.004	48_48.61	45.765	48.781	-3.016	35	49	-14	17	0.95153764122968	0.297	-9.286	9.881	0.297	4.89	NA	1	10	9	33	0.0055	48_48.61	55	48.154	6.846	59.5	47	12.5	20	0.325325126544481	3.568	-3.53	10.666	3.568	3.622	NA	1	1595000	1596000	non_coding	-	info1064	info1064
Gene626	0.888686897463292	NA	1.922	-4.39	8.233	3.22	3.54945199999999	1.19561778814988	0.27419930369441	1.786	-3.928	7.501	2.916	3.54945199999999	1.19561778814988	0.27419930369441	1	10	10	27	0.0045	48_48.61	51	48.502	2.498	51	48	3	13	0.853566157478955	-0.681	-7.907	6.545	-0.681	3.687	NA	0.765409687654228	10	8	31	0.005167	48_48.61	53.462	48.15	5.312	51	46.5	4.5	26	0.216069463208449	5.906	-3.431	15.244	5.906	4.764	NA	1	938000	939000	non_coding	-	info626	info626
Gene174	0.88905267842514	NA	-3.864	-11.482	3.753	3.886	2.4730175	1.07386070188226	0.300075030133856	-3.99	-11.232	3.253	3.695	2.4730175	1.07386070188226	0.300075030133856	0.637100953468341	10	6	17	0.002833	48_48.61	47.688	48.662	-0.974	47	48	-1	16	0.764866018394627	2.071	-11.488	15.63	2.071	6.918	NA	0.88572089525764	10	6	25	0.004167	48_48.61	35.6	49.295	-13.695	28	49	-21	15	0.143597430242629	-6.409	-14.975	2.157	-6.409	4.371	NA	1	260000	261000	non_coding	-	info174	info174
Gene1069	0.889107241181293	NA	-1.631	-5.688	2.425	2.07	0	0.0241681385702867	0.876457856891841	-1.631	-5.688	2.425	2.07	0	0.0241681385702867	0.876457856891841	0.675677188666169	10	10	35	0.005833	48_48.61	44.333	48.788	-4.455	44.5	48.5	-4	12	0.549582703116574	-1.441	-6.154	3.272	-1.441	2.405	NA	0.640670480555348	10	5	27	0.0045	48_48.61	42.947	48.993	-6.046	42	49	-7	19	0.592930351286188	-2.175	-10.138	5.789	-2.175	4.063	NA	1	1602500	1603500	protein_coding	+	info1069	info1069
Gene108	0.889910963834191	NA	0.73	-3.367	4.828	2.09	0	0.0271903627990529	0.869026623717194	0.73	-3.367	4.828	2.09	0	0.0271903627990529	0.869026623717194	0.869930909232766	10	9	38	0.006333	48_48.61	50.933	48.488	2.446	47	48	-1	15	0.862656147554132	0.46	-4.746	5.665	0.46	2.656	NA	0.641107734447016	10	7	35	0.005833	48_48.61	52.25	48.405	3.845	57.5	47.5	10	16	0.730244845863848	1.17	-5.473	7.812	1.17	3.389	NA	1	161000	162000	non_coding	-	info108	info108
Gene477	0.890915984102201	NA	-0.971	-6.369	4.428	2.754	0	0.860086083627875	0.353714602812837	-0.971	-6.369	4.428	2.754	0	0.860086083627875	0.353714602812837	0.597315083041669	10	10	48	0.008	48_48.61	45.321	48.949	-3.627	50	47	3	28	0.429271460778788	-2.574	-8.949	3.8	-2.574	3.252	NA	0.590087777763311	10	6	24	0.004	48_48.61	54.421	48.217	6.204	60	48	12	19	0.550257350328341	3.099	-7.057	13.254	3.099	5.181	NA	1	714500	715500	protein_coding	+	info477	info477
Gene1248	0.890944134522804	NA	-3.528	-8.452	1.397	2.512	0	0.27913621310783	0.597267932863231	-3.528	-8.452	1.397	2.512	0	0.27913621310783	0.597267932863231	0.530289573391926	10	10	26	0.004333	48_48.61	44.727	48.758	-4.031	39	48	-9	11	0.404767648627323	-2.578	-8.632	3.477	-2.578	3.089	NA	0.606592407225425	10	8	31	0.005167	48_48.61	39.227	49.353	-10.125	32	48.5	-16.5	22	0.213556952912456	-5.383	-13.847	3.081	-5.383	4.318	NA	1	1871000	1872000	non_coding	-	info1248	info1248
Gene253	0.893482787613497	NA	1.544	-3.671	6.76	2.661	0	0.153899202487208	0.694836646040061	1.544	-3.671	6.76	2.661	0	0.153899202487208	0.694836646040061	0.709555747534479	10	4	17	0.002833	48_48.61	50.812	48.486	2.327	57	48	9	16	0.558906995273519	4.054	-9.526	17.634	4.054	6.929	NA	0.708879698726464	10	9	33	0.0055	48_48.61	46.933	48.698	-1.765	32	48	-16	15	0.700350909057916	1.11	-4.539	6.759	1.11	2.882	NA	1	378500	379500	protein_coding	+	info253	info253
Gene333	0.893849321232899	NA	0.187	-4.238	4.613	2.258	0	0.24665190822442	0.619442501168376	0.187	-4.238	4.613	2.258	0	0.24665190822442	0.619442501168376	0.835527298099211	10	8	39	0.0065	48_48.61	55.1	48.146	6.954	61.5	47	14.5	20	0.683374011950938	1.298	-4.932	7.527	1.298	3.178	NA	0.644228816513552	10	10	49	0.008167	48_48.61	49	48.56	0.44	48	48	0	34	0.768657948664584	-0.945	-7.235	5.345	-0.945	3.209	NA	1	498500	499500	protein_coding	+	info333	info333
Gene88	0.893899981654109	NA	3.318	-2.519	9.155	2.978	0	0.18694307006922	0.665473146104905	3.318	-2.519	9.155	2.978	0	0.18694307006922	0.665473146104905	1	10	5	22	0.003667	48_48.61	51.222	48.443	2.779	52.5	47.5	5	18	0.810403157291567	1.32	-9.456	12.096	1.32	5.498	NA	0.620028350440287	10	10	37	0.006167	48_48.61	57.8	47.775	10.025	51	46	5	25	0.242555392076299	4.148	-2.795	11.092	4.148	3.543	NA	1	131000	132000	non_coding	-	info88	info88
Gene1126	0.896077427794697	NA	1.66	-3.77	7.091	2.771	0	0.284504113904508	0.593764143223643	1.66	-3.77	7.091	2.771	0	0.284504113904508	0.593764143223643	0.57926144078688	10	8	23	0.003833	48_48.61	58.462	48.164	10.298	71	47	24	13	0.426341176657339	3.331	-4.865	11.527	3.331	4.182	NA	0.710080595629608	10	9	41	0.006833	48_48.61	50.111	48.462	1.65	49	48	1	27	0.924021208846354	0.353	-6.897	7.603	0.353	3.699	NA	1	1688000	1689000	non_coding	-	info1126	info1126
Gene796	0.896970978717626	NA	-1.681	-6.52	3.157	2.469	0	0.27062718598969	0.602911360674343	-1.681	-6.52	3.157	2.469	0	0.27062718598969	0.602911360674343	1	10	9	42	0.007	48_48.61	50.097	48.439	1.658	54	47	7	31	0.970746956510111	-0.141	-7.697	7.414	-0.141	3.855	NA	0.417240876890622	10	10	41	0.006833	48_48.61	49.875	48.5	1.375	41.5	48	-6.5	24	0.392521018070197	-2.752	-9.051	3.547	-2.752	3.214	NA	1	1193000	1194000	non_coding	-	info796	info796
Gene176	0.897001036458758	NA	-3.629	-9.068	1.811	2.775	6.8649715	1.79081183421128	0.180827280309502	-3.839	-7.863	0.184	2.053	6.8649715	1.79081183421128	0.180827280309502	0.618769766698165	10	8	30	0.005	48_48.61	50.846	48.509	2.337	49	47	2	13	0.856931595191666	-0.575	-6.823	5.673	-0.575	3.188	NA	0.885502778495606	10	10	49	0.008167	48_48.61	34.857	49.645	-14.788	28	49	-21	21	0.0225748386753402	-6.151	-11.409	-0.893	-6.151	2.683	NA	1	263000	264000	non_coding	-	info176	info176
Gene633	0.898124053877834	NA	-0.766	-4.262	2.73	1.784	0	0.0407234841199624	0.840072608671299	-0.766	-4.262	2.73	1.784	0	0.0407234841199624	0.840072608671299	0.833091639761832	10	10	26	0.004333	48_48.61	39.231	49.035	-9.804	42	48	-6	13	0.692413479491791	-1.355	-8.06	5.351	-1.355	3.421	NA	0.816908051473955	10	9	52	0.008667	48_48.61	45.5	48.785	-3.285	48	48	0	16	0.794150121314298	-0.546	-4.642	3.55	-0.546	2.09	NA	1	948500	949500	protein_coding	+	info633	info633
Gene144	0.898431018357238	NA	-1.479	-6.487	3.53	2.555	0	0.431047041462949	0.511475627731556	-1.479	-6.487	3.53	2.555	0	0.431047041462949	0.511475627731556	1	10	8	38	0.006333	48_48.61	45.542	48.877	-3.335	48.5	48	0.5	24	0.950614770942312	-0.199	-6.499	6.101	-0.199	3.214	NA	0.616722116694173	10	6	21	0.0035	48_48.61	48.6	48.61	-0.01	42.5	48.5	-6	10	0.38330281005947	-3.678	-11.935	4.578	-3.678	4.213	NA	1	215000	216000	non_coding	-	info144	info144
