SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP
Gene1308	0.287652243033767	10	9	26	12	ER.A	-1
Gene1309	0.443009699850747	10	8	19	17	ER	6.74927532318992e-07
Gene1310	0.21430073531272	10	6	18	10	ER	0.000246219959562553
Gene1311	0.0521992850049048	10	4	10	10	ER	0.000168813808059445
Gene1312	0.549100540438652	10	9	17	13	ER	1.5856724065095e-05
Gene1313	0.466082063812977	10	10	25	21	ER.A	-1
Gene1314	0.00395326295095384	10	9	26	17	ER.A	-1
Gene1315	0.262318453912187	10	8	23	11	ER.A	-1
Gene1316	0.82442015478376	10	8	25	23	ER.A	-1
Gene1317	0.565948283747773	10	6	13	11	ER	0.000180972738284057
Gene1318	0.58198010678956	10	10	27	10	ER.A	-1
Gene1319	0.550263796796734	10	10	25	17	ER.A	-1
Gene1320	0.13327731671921	10	10	23	13	ER.A	-1
Gene1321	0.746878873074919	10	7	16	11	ER	5.35593130626929e-05
Gene1322	0.994907269317186	10	9	29	15	ER.A	-1
Gene1323	0.690291438709328	10	9	26	14	ER.A	-1
Gene1324	0.89625056295662	10	9	20	13	ER	4.53293327973999e-05
Gene1325	0.239737219783624	10	8	17	12	ER	5.76245627234794e-05
Gene1326	0.15736319568733	10	9	24	17	ER.A	-1
Gene1327	0.559134851825699	10	7	20	14	ER	8.82492588874898e-06
Gene1328	0.898163238456979	10	10	30	13	ER.A	-1
Gene1329	0.262590596752593	10	10	20	14	ER	4.26003602967116e-06
Gene1330	0.56303787353431	10	10	30	11	ER.A	-1
Gene1331	0.922663764511758	10	9	26	22	ER.A	-1
Gene1332	0.46992418481171	10	7	25	12	ER.A	-1
Gene1333	0.133373628281301	10	8	21	16	ER.A	-1
Gene1334	0.9893555971592	10	7	20	17	ER	3.11272967404697e-07
Gene1335	0.506572377787832	10	8	25	14	ER.A	-1
Gene1336	0.085280329503573	10	8	22	19	ER.A	-1
Gene1337	0.137279830723949	10	7	16	10	ER	0.000299399021620349
Gene1338	0.395110349591406	10	10	30	15	ER.A	-1
Gene1339	0.404983964917848	10	5	14	11	ER	6.81334092462721e-05
Gene1340	0.705315255457758	10	10	25	16	ER.A	-1
Gene1341	0.564311175884039	10	10	18	12	ER	5.54905769369902e-05
Gene1342	0.944142098780542	10	9	25	14	ER.A	-1
Gene1343	0.974438473226566	10	10	40	12	ER.A	-1
Gene1344	0.291131122363834	10	9	21	16	ER.A	-1
Gene1345	0.0283334403842321	10	10	26	12	ER.A	-1
Gene1346	0.866183244969138	10	4	9	6	ER	0.00699098026044289
Gene1347	0.620315100150982	10	4	8	7	ER	0.00198906552514059
Gene1348	0.92949255255132	10	8	17	11	ER	0.000372751676205407
Gene1349	0.696236612740382	10	9	22	8	ER.A	-1
Gene1350	0.835183008932933	10	8	28	17	ER.A	-1
Gene1351	0.737518639498574	10	8	15	9	ER	0.000367560066489643
Gene1352	0.0859428457198675	10	10	21	12	ER.A	-1
Gene1353	0.581793579711631	10	9	20	11	ER	0.000153932383330463
Gene1354	0.977006084943036	10	8	10	6	ER	0.00930521934919712
Gene1355	0.781251558391243	10	7	26	13	ER.A	-1
Gene1356	0.876250667199097	10	6	12	7	ER	0.0028389614092202
Gene1357	0.929344014701242	10	10	22	14	ER.A	-1
Gene1358	0.598275562119733	10	5	13	9	ER	0.000358829115004752
Gene1359	0.569426515021343	10	3	7	7	ER	0.00219364276031314
Gene1360	0.163343058603575	10	9	22	14	ER.A	-1
Gene1361	0.0882234629785108	10	10	30	13	ER.A	-1
Gene1362	0.732454269089011	10	10	24	8	ER.A	-1
Gene1363	0.00260618909184916	10	10	24	16	ER.A	-1
Gene1364	0.895179270292274	10	9	26	22	ER.A	-1
Gene1365	0.696005819223562	10	10	28	17	ER.A	-1
Gene1366	0.605412935257016	10	9	26	21	ER.A	-1
Gene1367	0.387423457358327	10	8	23	21	ER.A	-1
Gene1368	0.848317468201651	10	5	19	10	ER	0.000222584125703995
Gene1369	0.393380266066975	10	5	11	9	ER	0.000767444449613427
Gene1370	0.32728263058928	10	7	22	19	ER.A	-1
Gene1371	0.939467479740096	10	9	22	7	ER.A	-1
Gene1372	0.252029124004797	10	9	27	20	ER.A	-1
Gene1373	0.193137975859403	10	10	33	20	ER.A	-1
Gene1374	0.741510453558216	10	10	32	19	ER.A	-1
Gene1375	0.640496662139536	10	10	22	10	ER.A	-1
Gene1376	0.393313933152642	10	6	12	10	ER	0.000142780300036974
Gene1377	0.114442769130408	10	4	12	10	ER	0.000187551517815281
Gene1378	0.447351985714353	10	8	24	14	ER.A	-1
Gene1379	0.433000104622637	10	10	28	19	ER.A	-1
Gene1380	0.874396972635965	10	3	3	2	ER	0.0896692845588024
Gene1381	0.137406513840895	10	9	23	18	ER.A	-1
Gene1382	0.149776361349788	10	10	24	15	ER.A	-1
Gene1383	0.430221190296254	10	7	17	13	ER	1.78591098034399e-05
Gene1384	0.806928848977321	10	8	15	7	ER	0.0018068821077908
Gene1385	0.915956393751409	10	5	12	10	ER	0.000372287583538368
Gene1386	0.538140268332602	10	10	24	18	ER.A	-1
Gene1387	0.86422280983698	10	9	26	17	ER.A	-1
Gene1388	0.913628512592979	10	8	15	13	ER	2.09706884351011e-05
Gene1389	0.139262687129376	10	5	10	4	ER	0.0211216398839108
Gene1390	0.414244263957234	10	8	22	8	ER.A	-1
Gene1391	0.122988180673031	10	7	19	13	ER	1.58668157135341e-05
Gene1392	0.92026444997049	10	9	17	13	ER	2.13250551033993e-05
Gene1393	0.0353248506678654	10	10	30	14	ER.A	-1
Gene1394	0.653444324479461	10	10	22	12	ER.A	-1
Gene1395	0.496814235234802	10	10	28	19	ER.A	-1
Gene1396	0.0323025687056206	10	9	19	17	ER	7.38424160895466e-07
Gene1397	0.321435218354034	10	10	23	13	ER.A	-1
Gene1398	0.81354283212369	10	9	18	15	ER	1.40158476845587e-06
Gene1399	0.0650673540530245	10	8	13	10	ER	0.000348587838165005
Gene1400	0.936002836889187	10	10	18	12	ER	6.16468394107624e-05
Gene1401	0.612958302021422	10	10	40	19	ER.A	-1
Gene1402	0.129280771308185	10	7	21	14	ER.A	-1
Gene1403	0.406898657449935	10	9	25	20	ER.A	-1
Gene1404	0.722944681862979	10	8	19	17	ER	2.37557184259862e-07
Gene1405	0.536117785629678	10	8	26	19	ER.A	-1
Gene1406	0.571942370677463	10	4	13	9	ER	0.000539635655658665
Gene1407	0.822328035104385	10	9	19	10	ER	0.000106032466384589
Gene1408	0.91681787570185	10	9	13	8	ER	0.000983267488108711
Gene1409	0.724475916550146	10	2	2	1	ER	0.224475916550146
Gene1410	0.675595391268282	10	9	26	16	ER.A	-1
Gene1411	0.110125835421494	10	8	17	13	ER	2.33972279015207e-05
Gene1412	0.19827160186144	10	10	24	14	ER.A	-1
Gene1413	0.756279672501966	10	10	25	23	ER.A	-1
Gene1414	0.225465943599525	10	4	7	7	ER	0.00212854688838645
Gene1415	0.269769247715403	10	6	16	13	ER	3.44904729170872e-05
Gene1416	0.120152150729715	10	10	23	10	ER.A	-1
Gene1417	0.0596200177949828	10	8	24	13	ER.A	-1
Gene1418	0.465737754605517	10	4	6	5	ER	0.00832516482744858
Gene1419	0.938409197851574	10	6	22	13	ER.A	-1
Gene1420	0.911829449219282	10	9	27	19	ER.A	-1
Gene1421	0.0527667937037199	10	8	20	15	ER	2.82097195509755e-06
Gene1422	0.284924927829939	10	5	16	9	ER	0.000225400108216613
Gene1423	0.335270399943423	10	10	28	20	ER.A	-1
Gene1424	0.867817971080807	10	10	29	14	ER.A	-1
Gene1425	0.194775303983601	10	10	28	11	ER.A	-1
Gene1426	0.471255861660527	10	9	20	14	ER	5.32092538642134e-06
Gene1427	0.70492155408148	10	8	20	12	ER	5.43318519369917e-05
Gene1428	0.950242284844628	10	10	29	18	ER.A	-1
Gene1429	0.733601165471003	10	10	33	15	ER.A	-1
Gene1430	0.960298908076793	10	8	21	18	ER.A	-1
Gene1431	0.0942604246005778	10	7	22	11	ER.A	-1
Gene1432	0.753153000110146	10	8	25	17	ER.A	-1
Gene1433	0.662063202453279	10	7	11	8	ER	0.000831483152626047
Gene1434	0.701507493776224	10	9	24	10	ER.A	-1
Gene1435	0.89919468461543	10	10	31	16	ER.A	-1
Gene1436	0.563388572822716	10	9	26	13	ER.A	-1
Gene1437	0.710782916163786	6	5	12	7	ER	0.00265976117136997
