SetID	P.value	N.Marker.All	N.Marker.Test	cMAC	cMAF	medANDav_Pheno	Carriers_AvPheno	nonCarriers_AvPheno	AvDiff_Pheno	Carriers_medianPheno	nonCarriers_medianPheno	medianDiff_Pheno	no_of_carriers	P_regression	BETA_noOfMutations	BETA_L95	BETA_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene861	0.718918218705816	10	6	23	0.003833	48_48.61	43.867	48.86	-4.993	49	48	1	15	0.572158441609724	-2.724	-12.167	6.718	-2.724	4.818	1	1290500	1291500	protein_coding	+	info861	info861	NA
Gene665	0.71952970956046	10	9	30	0.005	48_48.61	45.208	48.906	-3.697	42	48	-6	24	0.573932890810312	-2.655	-11.898	6.589	-2.655	4.716	1	996500	997500	protein_coding	+	info665	info665	NA
Gene258	0.719748669996262	10	7	34	0.005667	48_48.61	47.083	48.743	-1.659	50	48	2	24	0.702361969496605	-1.603	-9.816	6.61	-1.603	4.19	1	386000	387000	non_coding	-	info258	info258	NA
Gene979	0.720296693464892	10	10	42	0.007	48_48.61	51.938	48.213	3.725	50.5	47.5	3	32	0.851218374819239	0.724	-6.832	8.279	0.724	3.855	1	1467500	1468500	protein_coding	+	info979	info979	NA
Gene760	0.721128767368063	10	7	25	0.004167	48_48.61	51.688	48.437	3.251	48.5	48	0.5	16	0.964951893849303	0.202	-8.783	9.186	0.202	4.584	1	1139000	1140000	non_coding	-	info760	info760	NA
Gene1309	0.721841333901605	10	9	30	0.005	48_48.61	50.304	48.469	1.835	45	48	-3	23	0.499737429552102	3.098	-5.887	12.082	3.098	4.584	1	1962500	1963500	protein_coding	+	info1309	info1309	NA
Gene46	0.722115672162943	10	9	24	0.004	48_48.61	55.2	48.383	6.817	56	47.5	8.5	10	0.544174506186796	2.313	-5.153	9.779	2.313	3.809	1	68000	69000	non_coding	-	info46	info46	NA
Gene1081	0.722171080125265	10	10	43	0.007167	48_48.61	54	47.944	6.056	53	47	6	33	0.492058714511017	2.339	-4.326	9.004	2.339	3.4	1	1620500	1621500	protein_coding	+	info1081	info1081	NA
Gene1117	0.722176551726639	10	2	6	0.001	48_48.61	53.333	48.514	4.82	50	48	2	6	0.671604155270408	5.158	-18.664	28.98	5.158	12.155	1	1674500	1675500	protein_coding	+	info1117	info1117	NA
Gene324	0.722435003229011	10	9	32	0.005333	48_48.61	43.636	48.799	-5.163	48	48	0	11	0.55592253847229	-1.627	-7.035	3.781	-1.627	2.759	1	485000	486000	non_coding	-	info324	info324	NA
Gene116	0.723015339300194	10	7	31	0.005167	48_48.61	51.591	48.374	3.217	49	48	1	22	0.544332872829536	2.625	-5.851	11.1	2.625	4.324	1	173000	174000	non_coding	-	info116	info116	NA
Gene115	0.723322439154365	10	6	19	0.003167	48_48.61	51.2	48.474	2.726	49	48	1	15	0.570421958249042	3.284	-8.047	14.615	3.284	5.781	1	171500	172500	protein_coding	+	info115	info115	NA
Gene14	0.723586100034593	10	10	34	0.005667	48_48.61	43.92	49.036	-5.116	39	49	-10	25	0.539530288034475	-2.596	-10.881	5.688	-2.596	4.227	1	20000	21000	non_coding	-	info14	info14	NA
Gene602	0.72359730822262	10	8	38	0.006333	48_48.61	46.677	48.833	-2.155	47	48	-1	31	0.51949428306455	-2.765	-11.168	5.638	-2.765	4.287	1	902000	903000	non_coding	-	info602	info602	NA
Gene265	0.723897382827158	10	10	42	0.007	48_48.61	42.435	49.123	-6.688	31	48	-17	23	0.653560165462126	-1.195	-6.408	4.018	-1.195	2.66	1	396500	397500	protein_coding	+	info265	info265	NA
Gene1174	0.72495307226164	10	10	42	0.007	48_48.61	49.143	48.555	0.588	49	48	1	28	0.748695903623092	-1.159	-8.246	5.927	-1.159	3.616	1	1760000	1761000	non_coding	-	info1174	info1174	NA
Gene278	0.72615556307409	10	9	39	0.0065	48_48.61	48.929	48.577	0.351	49	48	1	28	0.571225805296902	2.231	-5.483	9.945	2.231	3.936	1	416000	417000	non_coding	-	info278	info278	NA
Gene1216	0.726885980231263	10	6	14	0.002333	48_48.61	41.636	48.875	-7.239	33	48	-15	11	0.516340687814353	-4.319	-17.346	8.708	-4.319	6.647	1	1823000	1824000	non_coding	-	info1216	info1216	NA
Gene1250	0.727588423442999	10	7	20	0.003333	48_48.61	41.8	48.968	-7.168	39	49	-10	15	0.902911789366819	-0.607	-10.358	9.143	-0.607	4.975	1	1874000	1875000	non_coding	-	info1250	info1250	NA
Gene736	0.727678831723516	10	7	24	0.004	48_48.61	45.042	48.92	-3.879	40.5	49	-8.5	24	0.558443827362041	-3.676	-15.974	8.622	-3.676	6.275	1	1103000	1104000	non_coding	-	info736	info736	NA
Gene985	0.727895124177384	10	8	16	0.002667	48_48.61	50.455	48.54	1.915	48	48	0	11	0.919678139874782	0.57	-10.494	11.633	0.57	5.645	1	1476500	1477500	protein_coding	+	info985	info985	NA
Gene103	0.728770133845876	10	5	14	0.002333	48_48.61	45	48.774	-3.774	38	48	-10	13	0.926829956466745	-0.69	-15.399	14.02	-0.69	7.505	1	153500	154500	protein_coding	+	info103	info103	NA
Gene1025	0.729646764138533	10	10	37	0.006167	48_48.61	45.84	48.862	-3.022	34	48	-14	25	0.875062650659536	0.609	-6.972	8.189	0.609	3.868	1	1536500	1537500	protein_coding	+	info1025	info1025	NA
Gene1095	0.730739658071187	10	10	38	0.006333	48_48.61	42.261	49.137	-6.876	37	49	-12	23	0.550177747981123	-2.18	-9.323	4.963	-2.18	3.645	1	1641500	1642500	protein_coding	+	info1095	info1095	NA
Gene468	0.7314312571485	10	10	38	0.006333	48_48.61	49.375	48.543	0.832	49	48	1	24	0.741227758313024	1.025	-5.053	7.103	1.025	3.101	1	701000	702000	non_coding	-	info468	info468	NA
Gene1201	0.731569852229158	10	9	36	0.006	48_48.61	46.417	48.801	-2.384	52	48	4	24	0.765820354785122	-1.124	-8.515	6.267	-1.124	3.771	1	1800500	1801500	protein_coding	+	info1201	info1201	NA
Gene916	0.731900173436803	10	10	32	0.005333	48_48.61	52.647	48.367	4.28	50	47	3	17	0.569486541090276	1.882	-4.596	8.36	1.882	3.305	1	1373000	1374000	non_coding	-	info916	info916	NA
Gene353	0.732294192536246	10	7	34	0.005667	48_48.61	41.542	49.225	-7.683	41.5	49	-7.5	24	0.59976338986061	-2.131	-10.084	5.821	-2.131	4.058	1	528500	529500	protein_coding	+	info353	info353	NA
Gene517	0.73230513361872	10	10	40	0.006667	48_48.61	45.5	48.956	-3.456	34	48	-14	30	0.74808047596844	1.192	-6.077	8.461	1.192	3.709	1	774500	775500	protein_coding	+	info517	info517	NA
Gene632	0.733510752473144	10	10	27	0.0045	48_48.61	47.786	48.65	-0.865	49.5	48	1.5	14	0.792509504115262	-1.032	-8.716	6.652	-1.032	3.921	1	947000	948000	non_coding	-	info632	info632	NA
Gene373	0.734448590182629	10	9	32	0.005333	48_48.61	47.929	48.643	-0.715	38.5	48	-9.5	14	0.556795152557843	-1.838	-7.961	4.285	-1.838	3.124	1	558500	559500	protein_coding	+	info373	info373	NA
Gene201	0.734476093086725	10	10	44	0.007333	48_48.61	44.56	48.978	-4.418	42	48	-6	25	0.563871889913165	-1.96	-8.61	4.689	-1.96	3.393	1	300500	301500	protein_coding	+	info201	info201	NA
Gene307	0.734976028416837	10	9	22	0.003667	48_48.61	50.2	48.526	1.674	44	48	-4	15	0.99607959150742	0.023	-9.251	9.297	0.023	4.732	1	459500	460500	protein_coding	+	info307	info307	NA
Gene646	0.7352398646141	10	9	33	0.0055	48_48.61	42.812	48.937	-6.124	30.5	49	-18.5	16	0.579405201081414	-1.74	-7.885	4.405	-1.74	3.135	1	968000	969000	non_coding	-	info646	info646	NA
Gene49	0.73555911110123	10	10	24	0.004	48_48.61	56.429	48.227	8.201	63	47	16	14	0.531415347234227	2.348	-4.996	9.691	2.348	3.747	1	72500	73500	protein_coding	+	info49	info49	NA
Gene669	0.735749175953651	10	10	45	0.0075	48_48.61	52.053	48.377	3.675	46	48	-2	19	0.816187400584653	-0.613	-5.781	4.554	-0.613	2.637	1	1002500	1003500	protein_coding	+	info669	info669	NA
Gene1052	0.737508187530195	10	5	13	0.002167	48_48.61	52.333	48.495	3.838	46	48	-2	9	0.593246379974553	3.323	-8.857	15.502	3.323	6.214	1	1577000	1578000	non_coding	-	info1052	info1052	NA
Gene592	0.73812585494709	10	8	30	0.005	48_48.61	43.667	49.099	-5.432	39	48	-9	27	0.565069581319698	-2.955	-13.011	7.101	-2.955	5.131	1	887000	888000	non_coding	-	info592	info592	NA
Gene922	0.738677976160962	10	10	35	0.005833	48_48.61	47.682	48.683	-1.002	49.5	48	1.5	22	0.566695798433938	-2.161	-9.545	5.223	-2.161	3.767	1	1382000	1383000	non_coding	-	info922	info922	NA
Gene406	0.739064043406571	10	10	37	0.006167	48_48.61	43.318	49.029	-5.711	37.5	49	-11.5	22	0.580136781660306	-1.673	-7.593	4.247	-1.673	3.02	1	608000	609000	non_coding	-	info406	info406	NA
Gene818	0.739479054959939	10	10	24	0.004	48_48.61	47.944	48.652	-0.708	46.5	48	-1.5	18	0.528191408184049	-3.094	-12.696	6.508	-3.094	4.899	1	1226000	1227000	non_coding	-	info818	info818	NA
Gene825	0.740271133028306	10	9	37	0.006167	48_48.61	52.64	48.244	4.396	49	48	1	25	0.868300759016987	0.572	-6.188	7.333	0.572	3.449	1	1236500	1237500	protein_coding	+	info825	info825	NA
Gene375	0.74059497323607	10	10	47	0.007833	48_48.61	47.222	48.747	-1.525	44	49	-5	27	0.710195478616867	-1.081	-6.78	4.617	-1.081	2.907	1	561500	562500	protein_coding	+	info375	info375	NA
Gene1060	0.741863535769907	10	10	49	0.008167	48_48.61	45	49.102	-4.102	36.5	49	-12.5	36	0.826291596164382	-0.746	-7.398	5.907	-0.746	3.394	1	1589000	1590000	non_coding	-	info1060	info1060	NA
Gene334	0.742028681856443	10	7	20	0.003333	48_48.61	43.533	48.877	-5.344	42	48	-6	15	0.557090143526465	-3.109	-13.476	7.257	-3.109	5.289	1	500000	501000	non_coding	-	info334	info334	NA
Gene541	0.742090154404374	10	7	24	0.004	48_48.61	45.286	48.86	-3.575	36	48	-12	21	0.779870039577124	-1.545	-12.374	9.283	-1.545	5.525	1	810500	811500	protein_coding	+	info541	info541	NA
Gene1133	0.742321821484257	10	8	27	0.0045	48_48.61	49.25	48.583	0.667	56.5	48	8.5	12	0.709232151255578	1.253	-5.327	7.833	1.253	3.357	1	1698500	1699500	protein_coding	+	info1133	info1133	NA
Gene1164	0.742706112636825	10	8	28	0.004667	48_48.61	54.417	48.368	6.049	47	48	-1	12	0.614035561401475	1.564	-4.508	7.637	1.564	3.098	1	1745000	1746000	non_coding	-	info1164	info1164	NA
Gene421	0.743017876465379	10	9	37	0.006167	48_48.61	49.04	48.571	0.469	42	48	-6	25	0.894725989928097	0.493	-6.804	7.79	0.493	3.723	1	630500	631500	protein_coding	+	info421	info421	NA
Gene1275	0.743311995427143	10	10	31	0.005167	48_48.61	51.25	48.421	2.829	49	48	1	20	0.734576961218995	-1.337	-9.058	6.384	-1.337	3.94	1	1911500	1912500	protein_coding	+	info1275	info1275	NA
Gene341	0.744438877649797	10	9	30	0.005	48_48.61	47	48.713	-1.713	50.5	48	2.5	18	0.777189328473559	1.144	-6.774	9.063	1.144	4.04	1	510500	511500	protein_coding	+	info341	info341	NA
Gene775	0.744949715313877	10	10	45	0.0075	48_48.61	50.758	48.345	2.413	57	48	9	33	0.774311058331978	-1.018	-7.972	5.935	-1.018	3.548	1	1161500	1162500	protein_coding	+	info775	info775	NA
Gene36	0.746719133379494	10	8	25	0.004167	48_48.61	53.583	48.403	5.181	54.5	47.5	7	12	0.558135145731425	2.326	-5.45	10.103	2.326	3.968	1	53000	54000	non_coding	-	info36	info36	NA
Gene717	0.747365028276049	10	10	29	0.004833	48_48.61	46.5	48.698	-2.198	42.5	48	-5.5	12	0.591515070587407	1.605	-4.251	7.462	1.605	2.988	1	1074500	1075500	protein_coding	+	info717	info717	NA
Gene921	0.747440326712465	10	7	21	0.0035	48_48.61	51.6	48.507	3.093	57.5	48	9.5	10	0.876421906176888	0.636	-7.371	8.642	0.636	4.085	1	1380500	1381500	protein_coding	+	info921	info921	NA
Gene473	0.747967411624616	10	8	27	0.0045	48_48.61	48.85	48.593	0.257	35	48.5	-13.5	20	0.919059843462615	-0.484	-9.812	8.844	-0.484	4.759	1	708500	709500	protein_coding	+	info473	info473	NA
Gene11	0.7485476439474	10	9	37	0.006167	48_48.61	50.148	48.458	1.69	53	48	5	27	0.940621548183401	0.297	-7.504	8.098	0.297	3.98	1	15500	16500	protein_coding	+	info11	info11	NA
Gene1068	0.74977919666816	10	10	39	0.0065	48_48.61	51.625	48.348	3.277	52	48	4	24	0.713767137794531	1.274	-5.526	8.074	1.274	3.47	1	1601000	1602000	non_coding	-	info1068	info1068	NA
Gene453	0.75322564200482	10	10	50	0.008333	48_48.61	46.217	48.809	-2.591	45	48	-3	23	0.600435794107171	-1.227	-5.812	3.359	-1.227	2.34	1	678500	679500	protein_coding	+	info453	info453	NA
Gene1231	0.754629858141952	10	9	33	0.0055	48_48.61	48.7	48.604	0.096	46.5	48	-1.5	20	0.700258912303823	-1.525	-9.279	6.23	-1.525	3.957	1	1845500	1846500	protein_coding	+	info1231	info1231	NA
Gene297	0.755179429951256	10	10	37	0.006167	48_48.61	55.25	48.033	7.217	57.5	46	11.5	24	0.508381289090818	2.313	-4.533	9.159	2.313	3.493	1	444500	445500	protein_coding	+	info297	info297	NA
Gene915	0.755651763060757	10	8	20	0.003333	48_48.61	47.6	48.663	-1.063	49	48	1	15	0.817337890076064	-1.222	-11.585	9.141	-1.222	5.287	1	1371500	1372500	protein_coding	+	info915	info915	NA
Gene338	0.756256387980075	10	8	30	0.005	48_48.61	44.556	48.869	-4.313	43.5	48	-4.5	18	0.711606555601719	-1.525	-9.6	6.551	-1.525	4.12	1	506000	507000	non_coding	-	info338	info338	NA
Gene1137	0.757017917902288	10	9	32	0.005333	48_48.61	51.185	48.355	2.83	44	48	-4	27	0.907807910961757	0.553	-8.792	9.897	0.553	4.768	1	1704500	1705500	protein_coding	+	info1137	info1137	NA
Gene1034	0.75740984360462	10	4	13	0.002167	48_48.61	47.143	48.645	-1.502	51	48	3	7	0.895550134136692	-0.778	-12.384	10.828	-0.778	5.922	1	1550000	1551000	non_coding	-	info1034	info1034	NA
Gene875	0.757652457741939	10	10	29	0.004833	48_48.61	44.375	48.849	-4.474	41.5	48	-6.5	16	0.569883754073757	-1.997	-8.875	4.882	-1.997	3.51	1	1311500	1312500	protein_coding	+	info875	info875	NA
Gene511	0.759394579574989	10	10	30	0.005	48_48.61	46.55	48.757	-2.207	47	48	-1	20	0.559119641990327	-2.502	-10.888	5.883	-2.502	4.278	1	765500	766500	protein_coding	+	info511	info511	NA
Gene1223	0.760086010291661	10	6	10	0.001667	48_48.61	52.5	48.531	3.969	43	48	-5	6	0.645630142770917	-2.785	-14.643	9.073	-2.785	6.05	1	1833500	1834500	protein_coding	+	info1223	info1223	NA
Gene956	0.760271537326025	10	9	13	0.002167	48_48.61	57.4	48.461	8.939	67	48	19	5	0.613042095290024	2.195	-6.302	10.692	2.195	4.335	1	1433000	1434000	non_coding	-	info956	info956	NA
Gene539	0.76061113086976	10	8	27	0.0045	48_48.61	48.238	48.638	-0.4	44	48	-4	21	0.994193602917989	-0.034	-9.116	9.049	-0.034	4.634	1	807500	808500	protein_coding	+	info539	info539	NA
Gene513	0.761078033609978	10	8	26	0.004333	48_48.61	53.5	48.335	5.165	43	48.5	-5.5	16	0.713108058997322	1.485	-6.425	9.395	1.485	4.036	1	768500	769500	protein_coding	+	info513	info513	NA
Gene1086	0.762777372305596	10	10	22	0.003667	48_48.61	47.059	48.703	-1.644	44	48	-4	17	0.643954602163296	2.252	-7.29	11.795	2.252	4.869	1	1628000	1629000	non_coding	-	info1086	info1086	NA
Gene100	0.764821336893814	10	10	38	0.006333	48_48.61	49.75	48.511	1.239	47.5	48	-0.5	24	0.984914031176667	-0.06	-6.291	6.17	-0.06	3.179	1	149000	150000	non_coding	-	info100	info100	NA
Gene290	0.765105225155113	10	10	33	0.0055	48_48.61	48.348	48.632	-0.284	39	48	-9	23	0.614435699116886	-1.909	-9.326	5.509	-1.909	3.785	1	434000	435000	non_coding	-	info290	info290	NA
Gene150	0.766993579349602	10	10	35	0.005833	48_48.61	51.905	48.362	3.543	59	47	12	21	0.969150968203386	-0.132	-6.825	6.561	-0.132	3.415	1	224000	225000	non_coding	-	info150	info150	NA
Gene521	0.767342452188678	10	10	53	0.008833	48_48.61	57.333	47.953	9.38	58	47	11	21	0.650756865765652	1.019	-3.388	5.426	1.019	2.249	1	780500	781500	protein_coding	+	info521	info521	NA
Gene651	0.767493143079902	10	8	23	0.003833	48_48.61	51	48.439	2.561	49	48	1	20	0.605392969719567	2.916	-8.133	13.964	2.916	5.637	1	975500	976500	protein_coding	+	info651	info651	NA
Gene793	0.767874791937602	10	10	35	0.005833	48_48.61	51.167	48.326	2.841	52.5	47.5	5	30	0.855475295652673	0.787	-7.672	9.246	0.787	4.316	1	1188500	1189500	protein_coding	+	info793	info793	NA
Gene449	0.768010207358325	10	6	27	0.0045	48_48.61	39.636	48.952	-9.315	31	49	-18	11	0.678788861786491	-1.309	-7.499	4.881	-1.309	3.158	1	672500	673500	protein_coding	+	info449	info449	NA
Gene924	0.768050657948907	10	6	26	0.004333	48_48.61	47.75	48.685	-0.935	42	48	-6	24	0.650835543388949	-2.523	-13.438	8.392	-2.523	5.569	1	1385000	1386000	non_coding	-	info924	info924	NA
Gene647	0.769647449091866	10	9	29	0.004833	48_48.61	50.957	48.415	2.541	49	47	2	23	0.945404043565239	-0.329	-9.743	9.084	-0.329	4.803	1	969500	970500	protein_coding	+	info647	info647	NA
Gene849	0.770702166635782	10	8	27	0.0045	48_48.61	46.158	48.776	-2.618	39	48	-9	19	0.540754122421232	-2.76	-11.594	6.074	-2.76	4.507	1	1272500	1273500	protein_coding	+	info849	info849	NA
Gene999	0.771165487232677	10	10	46	0.007667	48_48.61	52.84	48.225	4.615	56	47	9	25	0.731843794165173	0.962	-4.534	6.458	0.962	2.804	1	1497500	1498500	protein_coding	+	info999	info999	NA
Gene243	0.771679912968267	10	6	15	0.0025	48_48.61	44.364	48.772	-4.408	44	48	-4	11	0.75517244873486	-1.947	-14.176	10.281	-1.947	6.239	1	363500	364500	protein_coding	+	info243	info243	NA
Gene141	0.773585149570507	10	9	25	0.004167	48_48.61	39.1	49.289	-10.189	43	48.5	-5.5	20	0.529051002050663	-2.768	-11.378	5.841	-2.768	4.393	1	210500	211500	protein_coding	+	info141	info141	NA
Gene848	0.773599344113755	10	9	21	0.0035	48_48.61	53	48.395	4.605	49.5	48	1.5	14	0.989270088603603	-0.066	-9.722	9.59	-0.066	4.927	1	1271000	1272000	non_coding	-	info848	info848	NA
Gene1	0.773761626590364	10	10	24	0.004	48_48.61	47.05	48.721	-1.671	40.5	48	-7.5	20	0.83843173980875	-1.059	-11.231	9.113	-1.059	5.19	1	500	1500	protein_coding	+	info1	info1	NA
Gene1261	0.774282506221599	10	7	23	0.003833	48_48.61	50.143	48.573	1.569	50	48	2	7	0.66336705803213	-1.336	-7.344	4.672	-1.336	3.065	1	1890500	1891500	protein_coding	+	info1261	info1261	NA
Gene392	0.775589247655271	10	8	29	0.004833	48_48.61	48.632	48.609	0.023	52	48	4	19	0.634307542072395	-1.837	-9.397	5.724	-1.837	3.857	1	587000	588000	non_coding	-	info392	info392	NA
Gene702	0.776762557009373	10	5	29	0.004833	48_48.61	49.913	48.502	1.411	56	47	9	23	0.626904119751645	2.31	-6.996	11.617	2.31	4.748	1	1052000	1053000	non_coding	-	info702	info702	NA
Gene1036	0.777010360314622	10	9	34	0.005667	48_48.61	51.667	48.415	3.252	52.5	48	4.5	18	0.959686991203936	0.148	-5.594	5.89	0.148	2.93	1	1553000	1554000	non_coding	-	info1036	info1036	NA
Gene78	0.777931189335914	10	10	24	0.004	48_48.61	44.278	48.887	-4.609	41.5	48.5	-7	18	0.8936101379116	-0.622	-9.725	8.481	-0.622	4.644	1	116000	117000	non_coding	-	info78	info78	NA
Gene1107	0.778582753588441	10	7	27	0.0045	48_48.61	44.8	48.882	-4.082	41.5	48	-6.5	20	0.626708126297321	-2.152	-10.814	6.51	-2.152	4.419	1	1659500	1660500	protein_coding	+	info1107	info1107	NA
Gene55	0.778987024949565	10	10	14	0.002333	48_48.61	53	48.459	4.541	46.5	48	-1.5	10	0.769926237698394	1.795	-10.221	13.81	1.795	6.131	1	81500	82500	protein_coding	+	info55	info55	NA
Gene573	0.779063207787163	10	8	28	0.004667	48_48.61	45.571	48.839	-3.267	50	48	2	21	0.914955854336817	-0.466	-9.015	8.083	-0.466	4.362	1	858500	859500	protein_coding	+	info573	info573	NA
Gene1169	0.779278769666706	10	10	30	0.005	48_48.61	39.45	49.264	-9.814	32	49	-17	20	0.587649257704659	-1.978	-9.118	5.163	-1.978	3.643	1	1752500	1753500	protein_coding	+	info1169	info1169	NA
Gene53	0.780101024159133	10	8	19	0.003167	48_48.61	39.909	48.941	-9.032	34	48	-14	11	0.568673698965184	-2.716	-12.044	6.612	-2.716	4.759	1	78500	79500	protein_coding	+	info53	info53	NA
Gene12	0.780151628221598	10	6	17	0.002833	48_48.61	47.8	48.638	-0.838	44	48	-4	10	0.636358756651672	-2.457	-12.632	7.718	-2.457	5.191	1	17000	18000	non_coding	-	info12	info12	NA
Gene754	0.780441858866117	10	10	35	0.005833	48_48.61	42	49.032	-7.032	42	48.5	-6.5	18	0.623099428287713	-1.516	-7.556	4.524	-1.516	3.082	1	1130000	1131000	non_coding	-	info754	info754	NA
Gene887	0.78048077993712	10	10	32	0.005333	48_48.61	52.444	48.491	3.953	46	48	-2	9	0.937187898756438	0.202	-4.816	5.219	0.202	2.56	1	1329500	1330500	protein_coding	+	info887	info887	NA
Gene382	0.780914813355229	10	9	35	0.005833	48_48.61	46.815	48.788	-1.973	44	49	-5	27	0.605243960916907	-2.122	-10.161	5.917	-2.122	4.102	1	572000	573000	non_coding	-	info382	info382	NA
Gene247	0.781044717233436	10	10	44	0.007333	48_48.61	50.286	48.484	1.802	59	48	11	21	0.778890511369063	0.7	-4.18	5.579	0.7	2.49	1	369500	370500	protein_coding	+	info247	info247	NA
Gene1227	0.781217161069832	10	10	21	0.0035	48_48.61	55	48.297	6.703	56.5	48	8.5	14	0.603363295297253	2.461	-6.812	11.733	2.461	4.731	1	1839500	1840500	protein_coding	+	info1227	info1227	NA
Gene153	0.782726177435521	10	5	24	0.004	48_48.61	41.857	48.941	-7.083	38	48	-10	14	0.653960627736189	-1.861	-9.99	6.268	-1.861	4.148	1	228500	229500	protein_coding	+	info153	info153	NA
Gene467	0.78497498460423	10	10	33	0.0055	48_48.61	45.619	48.835	-3.216	48	48	0	21	0.619404803756897	-1.965	-9.71	5.78	-1.965	3.951	1	699500	700500	protein_coding	+	info467	info467	NA
Gene110	0.785122262475783	10	10	29	0.004833	48_48.61	46.81	48.746	-1.936	43	48	-5	21	0.738338354728717	1.413	-6.868	9.694	1.413	4.225	1	164000	165000	non_coding	-	info110	info110	NA
Gene560	0.785167429560936	10	10	25	0.004167	48_48.61	51.842	48.391	3.451	49	48	1	19	0.863692772614835	-0.792	-9.823	8.239	-0.792	4.608	1	839000	840000	non_coding	-	info560	info560	NA
Gene1120	0.788182054789528	10	6	18	0.003	48_48.61	44.125	48.863	-4.738	45	48	-3	16	0.585979775064795	-3.516	-16.155	9.123	-3.516	6.449	1	1679000	1680000	non_coding	-	info1120	info1120	NA
Gene969	0.788786575580733	10	10	50	0.008333	48_48.61	51.138	48.339	2.798	50	47	3	29	0.626988827302246	1.474	-4.463	7.41	1.474	3.029	1	1452500	1453500	protein_coding	+	info969	info969	NA
Gene493	0.789974427508815	10	8	33	0.0055	48_48.61	52.667	48.351	4.316	50.5	48	2.5	18	0.642026028607082	1.768	-5.678	9.214	1.768	3.799	1	738500	739500	protein_coding	+	info493	info493	NA
Gene630	0.790943862315267	10	5	25	0.004167	48_48.61	47.5	48.689	-1.189	43	48	-5	20	0.723133857595511	-1.708	-11.146	7.731	-1.708	4.816	1	944000	945000	non_coding	-	info630	info630	NA
Gene1118	0.792462174091814	10	7	33	0.0055	48_48.61	47.154	48.676	-1.522	50	48	2	13	0.979420108929738	0.081	-6.05	6.212	0.081	3.128	1	1676000	1677000	non_coding	-	info1118	info1118	NA
Gene113	0.79268036628471	10	8	33	0.0055	48_48.61	45.533	48.772	-3.239	46	48	-2	15	0.622692392639557	-1.546	-7.697	4.606	-1.546	3.139	1	168500	169500	protein_coding	+	info113	info113	NA
Gene590	0.793274401450347	10	10	35	0.005833	48_48.61	50.909	48.428	2.481	56.5	48	8.5	22	0.895393781116784	0.465	-6.467	7.398	0.465	3.537	1	884000	885000	non_coding	-	info590	info590	NA
Gene68	0.795151949288432	10	9	28	0.004667	48_48.61	42.833	49.112	-6.279	39	49	-10	24	0.665401785283725	-2.222	-12.284	7.84	-2.222	5.134	1	101000	102000	non_coding	-	info68	info68	NA
Gene1272	0.795827055954186	10	8	26	0.004333	48_48.61	47.278	48.695	-1.417	43.5	48	-4.5	18	0.657182791206516	-1.974	-10.68	6.733	-1.974	4.442	1	1907000	1908000	non_coding	-	info1272	info1272	NA
Gene692	0.796452902242482	10	7	22	0.003667	48_48.61	44	48.887	-4.887	50	48	2	17	0.710372011513508	-2.011	-12.613	8.591	-2.011	5.409	1	1037000	1038000	non_coding	-	info692	info692	NA
Gene142	0.799093055002564	10	10	38	0.006333	48_48.61	48.742	48.595	0.147	51	48	3	31	0.962251489496665	-0.198	-8.404	8.008	-0.198	4.187	1	212000	213000	non_coding	-	info142	info142	NA
Gene1292	0.800340180805793	10	10	37	0.006167	48_48.61	47.304	48.718	-1.414	42	48	-6	23	0.66471207615044	-1.642	-9.059	5.775	-1.642	3.784	1	1937000	1938000	non_coding	-	info1292	info1292	NA
Gene210	0.801241995578496	10	9	32	0.005333	48_48.61	48.524	48.616	-0.093	50	48	2	21	0.744338732326516	-1.346	-9.427	6.735	-1.346	4.123	1	314000	315000	non_coding	-	info210	info210	NA
Gene1296	0.801556618878738	10	10	47	0.007833	48_48.61	45.316	49.088	-3.772	43	49.5	-6.5	38	0.644580935153827	-1.783	-9.349	5.784	-1.783	3.861	1	1943000	1944000	non_coding	-	info1296	info1296	NA
Gene850	0.801595809472854	10	10	43	0.007167	48_48.61	45.774	48.937	-3.163	51	48	3	31	0.933551120534087	0.292	-6.56	7.143	0.292	3.496	1	1274000	1275000	non_coding	-	info850	info850	NA
Gene1278	0.801622370141026	10	10	38	0.006333	48_48.61	51.909	48.349	3.56	51	47.5	3.5	22	0.959571825725475	0.165	-6.196	6.526	0.165	3.245	1	1916000	1917000	non_coding	-	info1278	info1278	NA
Gene359	0.802352028649143	10	6	22	0.003667	48_48.61	52.4	48.411	3.989	48	48	0	15	0.58772246401926	2.737	-7.146	12.619	2.737	5.042	1	537500	538500	protein_coding	+	info359	info359	NA
Gene245	0.804110179023621	10	8	26	0.004333	48_48.61	47.652	48.69	-1.037	50	48	2	23	0.708736946179007	-2.018	-12.596	8.56	-2.018	5.397	1	366500	367500	protein_coding	+	info245	info245	NA
Gene652	0.804514215840358	10	10	39	0.0065	48_48.61	56	48.275	7.725	51	47	4	13	0.698132805178718	0.85	-3.44	5.139	0.85	2.189	1	977000	978000	non_coding	-	info652	info652	NA
Gene118	0.806203334302305	10	8	20	0.003333	48_48.61	52.7	48.469	4.231	55.5	48	7.5	10	0.650170532696556	2.05	-6.802	10.902	2.05	4.516	1	176000	177000	non_coding	-	info118	info118	NA
