SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP	cases_cMAC	cases_cMAF	controls_cMAC	controls_cMAF	no_of_carriers	enrichment_ratio	P_regression	OR_noOfMutations	OR_L95	OR_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene1153	0.828720939520269	10	10	28	19	ER.A	-1	13	0.006701	15	0.007282	19	0.92	0.641314420074633	0.863	0.464	1.605	-0.147	0.317	1	1728500	1729500	protein_coding	+	info1153	info1153	NA
Gene285	0.830303286760424	10	10	28	20	ER.A	-1	13	0.006701	15	0.007282	20	0.92	0.984128027289954	1.006	0.557	1.818	0.006	0.302	1	426500	427500	protein_coding	+	info285	info285	NA
Gene1256	0.830592707644846	10	7	11	8	ER	0.0012518179846448	6	0.003093	5	0.002427	8	1.274	0.790358476115956	1.145	0.423	3.1	0.135	0.508	1	1883000	1884000	non_coding	-	info1256	info1256	NA
Gene1011	0.831017029210305	10	10	27	13	ER.A	-1	12	0.006186	15	0.007282	13	0.849	0.677297519332257	0.897	0.538	1.497	-0.109	0.261	1	1515500	1516500	protein_coding	+	info1011	info1011	NA
Gene857	0.833457610155161	10	7	13	11	ER	9.62599460439773e-05	8	0.004124	5	0.002427	11	1.699	0.597846249124725	1.31	0.481	3.567	0.27	0.511	1	1284500	1285500	protein_coding	+	info857	info857	NA
Gene719	0.833463018847514	10	10	30	18	ER.A	-1	12	0.006186	18	0.008738	18	0.708	0.721846095555961	0.901	0.506	1.603	-0.105	0.294	1	1077500	1078500	protein_coding	+	info719	info719	NA
Gene511	0.833650754545616	10	10	27	14	ER.A	-1	12	0.006186	15	0.007282	14	0.849	0.749066334927268	0.922	0.559	1.519	-0.082	0.255	1	765500	766500	protein_coding	+	info511	info511	NA
Gene1187	0.833971540978535	10	7	11	5	ER	0.0118216867047424	4	0.002062	7	0.003398	5	0.607	0.567805925737228	0.794	0.359	1.753	-0.231	0.404	1	1779500	1780500	protein_coding	+	info1187	info1187	NA
Gene1350	0.835183008932933	10	8	28	17	ER.A	-1	15	0.007732	13	0.006311	17	1.225	0.625651154719945	1.158	0.642	2.091	0.147	0.301	1	2024000	2025000	non_coding	-	info1350	info1350	NA
Gene1111	0.835272372967234	10	8	14	8	ER	0.00142163583550197	6	0.003093	8	0.003883	8	0.797	0.635996534764051	0.844	0.417	1.706	-0.17	0.359	1	1665500	1666500	protein_coding	+	info1111	info1111	NA
Gene1223	0.836156986225176	10	10	39	16	ER.A	-1	17	0.008763	22	0.01068	16	0.821	0.651632718379798	0.914	0.619	1.35	-0.09	0.199	1	1833500	1834500	protein_coding	+	info1223	info1223	NA
Gene960	0.837249349024709	10	10	23	17	ER.A	-1	10	0.005155	13	0.006311	17	0.817	0.629492758260311	0.839	0.41	1.714	-0.176	0.365	1	1439000	1440000	non_coding	-	info960	info960	NA
Gene221	0.838306433683481	10	10	22	12	ER.A	-1	10	0.005155	12	0.005825	12	0.885	0.856526801761407	0.947	0.522	1.718	-0.055	0.304	1	330500	331500	protein_coding	+	info221	info221	NA
Gene354	0.83949509357373	10	7	21	11	ER.A	-1	9	0.004639	12	0.005825	11	0.796	0.766965399286312	0.914	0.506	1.653	-0.09	0.302	1	530000	531000	non_coding	-	info354	info354	NA
Gene1090	0.839509504555739	10	10	28	15	ER.A	-1	17	0.008763	11	0.00534	15	1.641	0.715366114270826	1.088	0.692	1.709	0.084	0.231	1	1634000	1635000	non_coding	-	info1090	info1090	NA
Gene98	0.840532954526868	10	8	11	5	ER	0.0109053920222572	5	0.002577	6	0.002913	5	0.885	0.7488638111951	0.881	0.405	1.916	-0.127	0.397	1	146000	147000	non_coding	-	info98	info98	NA
Gene256	0.841383157740991	10	8	22	12	ER.A	-1	10	0.005155	12	0.005825	12	0.885	0.707831212104741	0.888	0.477	1.653	-0.119	0.317	1	383000	384000	non_coding	-	info256	info256	NA
Gene1074	0.841559178454445	10	9	22	19	ER.A	-1	10	0.005155	12	0.005825	19	0.885	0.827422649598579	0.916	0.414	2.024	-0.088	0.405	1	1610000	1611000	non_coding	-	info1074	info1074	NA
Gene756	0.841662270601081	10	8	18	13	ER	1.3419005138622e-05	9	0.004639	9	0.004369	13	1.062	0.843773870455717	1.079	0.508	2.289	0.076	0.384	1	1133000	1134000	non_coding	-	info756	info756	NA
Gene381	0.842680337984177	10	9	22	14	ER.A	-1	10	0.005155	12	0.005825	14	0.885	0.972509804377412	1.011	0.55	1.859	0.011	0.311	1	570500	571500	protein_coding	+	info381	info381	NA
Gene639	0.843852332450343	10	8	24	15	ER.A	-1	9	0.004639	15	0.007282	15	0.637	0.715466867228706	0.892	0.483	1.647	-0.114	0.313	1	957500	958500	protein_coding	+	info639	info639	NA
Gene546	0.84402020408481	10	7	20	9	ER	0.000469569057044747	12	0.006186	8	0.003883	9	1.593	0.707105950247014	1.099	0.673	1.794	0.094	0.25	1	818000	819000	non_coding	-	info546	info546	NA
Gene727	0.844406835256826	10	9	31	20	ER.A	-1	15	0.007732	16	0.007767	20	0.995	0.803795604517402	1.07	0.628	1.824	0.068	0.272	1	1089500	1090500	protein_coding	+	info727	info727	NA
Gene196	0.844809130051231	10	6	15	15	ER	6.5940182894271e-06	7	0.003608	8	0.003883	15	0.929	0.791676765873404	0.864	0.293	2.548	-0.146	0.551	1	293000	294000	non_coding	-	info196	info196	NA
Gene396	0.844905496542318	10	10	30	18	ER.A	-1	13	0.006701	17	0.008252	18	0.812	0.657400097022138	0.886	0.521	1.51	-0.12	0.272	1	593000	594000	non_coding	-	info396	info396	NA
Gene1270	0.845474382603935	10	8	18	14	ER	1.13770081975331e-05	8	0.004124	10	0.004854	14	0.85	0.607359745151341	0.808	0.359	1.821	-0.213	0.415	1	1904000	1905000	non_coding	-	info1270	info1270	NA
Gene964	0.845930512755489	10	8	19	10	ER	0.000219378980780878	9	0.004639	10	0.004854	10	0.956	0.687913443667258	0.883	0.481	1.62	-0.124	0.31	1	1445000	1446000	non_coding	-	info964	info964	NA
Gene230	0.846104577001467	10	10	20	11	ER	5.22388523553868e-05	9	0.004639	11	0.00534	11	0.869	0.943990612172581	1.024	0.534	1.963	0.023	0.332	1	344000	345000	non_coding	-	info230	info230	NA
Gene77	0.846220636010407	10	9	20	9	ER	0.000301133351146172	8	0.004124	12	0.005825	9	0.708	0.717973861679994	0.902	0.517	1.576	-0.103	0.284	1	114500	115500	protein_coding	+	info77	info77	NA
Gene428	0.84675364155445	10	7	21	14	ER.A	-1	9	0.004639	12	0.005825	14	0.796	0.712814004458838	0.884	0.459	1.704	-0.123	0.335	1	641000	642000	non_coding	-	info428	info428	NA
Gene837	0.847011564510831	10	6	11	7	ER	0.0032719479071061	6	0.003093	5	0.002427	7	1.274	0.810530841463163	1.11	0.472	2.61	0.105	0.436	1	1254500	1255500	protein_coding	+	info837	info837	NA
Gene1368	0.848317468201651	10	5	19	10	ER	0.000222584125703995	8	0.004124	11	0.00534	10	0.772	0.692419683008064	0.874	0.45	1.7	-0.134	0.339	1	2051000	2052000	non_coding	-	info1368	info1368	NA
Gene1278	0.848877540205388	10	10	31	19	ER.A	-1	14	0.007216	17	0.008252	19	0.874	0.802172128859537	0.94	0.578	1.527	-0.062	0.248	1	1916000	1917000	non_coding	-	info1278	info1278	NA
Gene954	0.851307250387577	10	7	19	14	ER	5.5951783659666e-06	10	0.005155	9	0.004369	14	1.18	0.721464958632873	1.15	0.533	2.485	0.14	0.393	1	1430000	1431000	non_coding	-	info954	info954	NA
Gene794	0.852918784094703	10	9	15	10	ER	0.000204262651187466	9	0.004639	6	0.002913	10	1.593	0.703451907186406	1.17	0.521	2.627	0.157	0.413	1	1190000	1191000	non_coding	-	info794	info794	NA
Gene429	0.853424813714159	10	9	25	14	ER.A	-1	10	0.005155	15	0.007282	14	0.708	0.750417000546755	0.908	0.502	1.644	-0.096	0.303	1	642500	643500	protein_coding	+	info429	info429	NA
Gene132	0.853800355668712	10	7	18	13	ER	1.723356523794e-05	9	0.004639	9	0.004369	13	1.062	0.813629729426487	1.098	0.505	2.384	0.093	0.396	1	197000	198000	non_coding	-	info132	info132	NA
Gene1130	0.854562096236475	10	7	13	7	ER	0.00374555967933047	6	0.003093	7	0.003398	7	0.91	0.859110201872263	0.941	0.482	1.839	-0.061	0.342	1	1694000	1695000	non_coding	-	info1130	info1130	NA
Gene425	0.854579752402649	10	5	13	10	ER	0.000245292282732934	7	0.003608	6	0.002913	10	1.239	0.773101859528632	1.149	0.447	2.952	0.139	0.481	1	636500	637500	protein_coding	+	info425	info425	NA
Gene1234	0.855907304900941	10	10	33	13	ER.A	-1	15	0.007732	18	0.008738	13	0.885	0.749933132303176	0.937	0.627	1.4	-0.065	0.205	1	1850000	1851000	non_coding	-	info1234	info1234	NA
Gene403	0.856045074320391	10	10	26	13	ER.A	-1	14	0.007216	12	0.005825	13	1.239	0.699364038046531	1.114	0.644	1.929	0.108	0.28	1	603500	604500	protein_coding	+	info403	info403	NA
Gene1146	0.856361727989066	10	6	12	10	ER	9.85446529350273e-05	6	0.003093	6	0.002913	10	1.062	0.698918079052187	0.816	0.29	2.291	-0.204	0.527	1	1718000	1719000	non_coding	-	info1146	info1146	NA
Gene755	0.856435199579302	10	7	13	11	ER	0.000176627123697803	8	0.004124	5	0.002427	11	1.699	0.515441683259683	1.405	0.504	3.914	0.34	0.523	1	1131500	1132500	protein_coding	+	info755	info755	NA
Gene142	0.857843425837804	10	10	26	23	ER.A	-1	14	0.007216	12	0.005825	23	1.239	0.823776788280614	1.09	0.512	2.318	0.086	0.385	1	212000	213000	non_coding	-	info142	info142	NA
Gene600	0.858210623336849	10	9	28	22	ER.A	-1	15	0.007732	13	0.006311	22	1.225	0.649283652622193	1.167	0.6	2.27	0.154	0.339	1	899000	900000	non_coding	-	info600	info600	NA
Gene504	0.858231744401378	10	10	22	16	ER.A	-1	11	0.00567	11	0.00534	16	1.062	0.837256744520843	0.928	0.454	1.898	-0.075	0.365	1	755000	756000	non_coding	-	info504	info504	NA
Gene108	0.861584615015457	10	7	20	9	ER	0.000433047561053219	8	0.004124	12	0.005825	9	0.708	0.686024799347076	0.881	0.475	1.631	-0.127	0.315	1	161000	162000	non_coding	-	info108	info108	NA
Gene125	0.862191810970575	10	10	27	13	ER.A	-1	13	0.006701	14	0.006796	13	0.986	0.762172133394835	1.076	0.669	1.732	0.073	0.243	1	186500	187500	protein_coding	+	info125	info125	NA
Gene209	0.862279477698613	10	7	22	14	ER.A	-1	9	0.004639	13	0.006311	14	0.735	0.657596927958539	0.862	0.447	1.662	-0.148	0.335	1	312500	313500	protein_coding	+	info209	info209	NA
Gene1387	0.86422280983698	10	9	26	17	ER.A	-1	13	0.006701	13	0.006311	17	1.062	0.717329745409158	1.125	0.596	2.123	0.117	0.324	1	2079500	2080500	protein_coding	+	info1387	info1387	NA
Gene1346	0.866183244969138	10	4	9	6	ER	0.00699098026044289	4	0.002062	5	0.002427	6	0.85	0.735067383137151	0.845	0.318	2.245	-0.169	0.499	1	2018000	2019000	non_coding	-	info1346	info1346	NA
Gene1424	0.867817971080807	10	10	29	14	ER.A	-1	17	0.008763	12	0.005825	14	1.504	0.68080593155766	1.102	0.695	1.747	0.097	0.235	1	2135000	2136000	non_coding	-	info1424	info1424	NA
Gene1291	0.867845738466538	10	5	12	12	ER	1.93546316432902e-05	5	0.002577	7	0.003398	12	0.758	0.802090206550336	0.856	0.253	2.895	-0.156	0.622	1	1935500	1936500	protein_coding	+	info1291	info1291	NA
Gene830	0.869117427913243	10	7	20	12	ER	2.25416109592166e-05	9	0.004639	11	0.00534	12	0.869	0.964155665197403	0.986	0.522	1.862	-0.015	0.325	1	1244000	1245000	non_coding	-	info830	info830	NA
Gene974	0.869510247068295	10	10	33	7	ER.A	-1	16	0.008247	17	0.008252	7	0.999	0.876794166075538	0.979	0.748	1.282	-0.021	0.137	1	1460000	1461000	non_coding	-	info974	info974	NA
Gene71	0.869524859210095	10	9	22	15	ER.A	-1	11	0.00567	11	0.00534	15	1.062	0.961943719956855	1.015	0.552	1.866	0.015	0.311	1	105500	106500	protein_coding	+	info71	info71	NA
Gene307	0.869586557889856	10	8	20	13	ER	1.72525610369092e-05	9	0.004639	11	0.00534	13	0.869	0.857096099587421	0.937	0.46	1.909	-0.065	0.363	1	459500	460500	protein_coding	+	info307	info307	NA
Gene35	0.871261224084742	10	10	27	13	ER.A	-1	11	0.00567	16	0.007767	13	0.73	0.68410235592389	0.908	0.569	1.448	-0.097	0.238	1	51500	52500	protein_coding	+	info35	info35	NA
Gene1209	0.871548161421511	10	8	17	14	ER	1.27226799254493e-05	9	0.004639	8	0.003883	14	1.195	0.74024289198145	1.15	0.504	2.626	0.14	0.421	1	1812500	1813500	protein_coding	+	info1209	info1209	NA
Gene26	0.871926661921352	10	10	23	9	ER.A	-1	9	0.004639	14	0.006796	9	0.683	0.758516232950976	0.932	0.595	1.46	-0.07	0.229	1	38000	39000	non_coding	-	info26	info26	NA
Gene78	0.872533803206926	10	10	16	9	ER	0.000241946827254801	11	0.00567	5	0.002427	9	2.336	0.496433714563916	1.283	0.626	2.629	0.249	0.366	1	116000	117000	non_coding	-	info78	info78	NA
Gene659	0.874033570477056	10	10	38	20	ER.A	-1	19	0.009794	19	0.009223	20	1.062	0.820216716120298	1.054	0.671	1.655	0.052	0.23	1	987500	988500	protein_coding	+	info659	info659	NA
Gene115	0.874096110834357	10	7	12	11	ER	3.31293380713269e-05	5	0.002577	7	0.003398	11	0.758	0.849120200573791	0.898	0.295	2.731	-0.108	0.568	1	171500	172500	protein_coding	+	info115	info115	NA
Gene1380	0.874396972635965	10	3	3	2	ER	0.0896692845588024	2	0.001031	1	0.000485	2	2.126	0.804956850359976	1.271	0.19	8.512	0.24	0.97	1	2069000	2070000	non_coding	-	info1380	info1380	NA
Gene838	0.874570171374959	10	7	13	10	ER	0.00020820080189363	7	0.003608	6	0.002913	10	1.239	0.65390688536443	1.225	0.505	2.968	0.203	0.452	1	1256000	1257000	non_coding	-	info838	info838	NA
Gene874	0.874682066749942	10	7	17	11	ER	4.41002449180465e-05	8	0.004124	9	0.004369	11	0.944	0.825880378979943	1.084	0.528	2.228	0.081	0.367	1	1310000	1311000	non_coding	-	info874	info874	NA
Gene1154	0.875127616694368	10	10	40	19	ER.A	-1	22	0.01134	18	0.008738	19	1.298	0.723031813624843	1.071	0.732	1.569	0.069	0.195	1	1730000	1731000	non_coding	-	info1154	info1154	NA
Gene1282	0.875343046503407	10	5	11	10	ER	0.000246166098528434	6	0.003093	5	0.002427	10	1.274	0.876923246934451	1.095	0.347	3.461	0.091	0.587	1	1922000	1923000	non_coding	-	info1282	info1282	NA
Gene650	0.876113635989355	10	6	10	5	ER	0.00849074102645921	4	0.002062	6	0.002913	5	0.708	0.819141164313691	0.906	0.389	2.11	-0.099	0.431	1	974000	975000	non_coding	-	info650	info650	NA
Gene1356	0.876250667199097	10	6	12	7	ER	0.0028389614092202	5	0.002577	7	0.003398	7	0.758	0.701311067114056	0.853	0.38	1.918	-0.158	0.413	1	2033000	2034000	non_coding	-	info1356	info1356	NA
Gene765	0.877316936611094	10	6	15	15	ER	3.43493558372883e-06	8	0.004124	7	0.003398	15	1.214	0.663076623212426	1.271	0.432	3.739	0.24	0.551	1	1146500	1147500	protein_coding	+	info765	info765	NA
Gene1109	0.877709316060053	10	8	20	13	ER	8.5999830681011e-06	9	0.004639	11	0.00534	13	0.869	0.962782477468096	1.017	0.509	2.032	0.016	0.353	1	1662500	1663500	protein_coding	+	info1109	info1109	NA
Gene1297	0.878560023857747	10	9	13	7	ER	0.00292546274042613	6	0.003093	7	0.003398	7	0.91	0.820314314368229	0.913	0.416	2.004	-0.091	0.401	1	1944500	1945500	protein_coding	+	info1297	info1297	NA
Gene1052	0.878835943323198	10	7	19	12	ER	4.61473061115389e-05	10	0.005155	9	0.004369	12	1.18	0.902697088484554	1.046	0.511	2.141	0.045	0.366	1	1577000	1578000	non_coding	-	info1052	info1052	NA
Gene1019	0.880282732217806	10	8	22	16	ER.A	-1	11	0.00567	11	0.00534	16	1.062	0.681281065951821	1.146	0.597	2.201	0.137	0.333	1	1527500	1528500	protein_coding	+	info1019	info1019	NA
Gene751	0.880321363185783	10	9	20	13	ER	1.56946063371013e-05	10	0.005155	10	0.004854	13	1.062	0.862363976921576	1.064	0.526	2.156	0.062	0.36	1	1125500	1126500	protein_coding	+	info751	info751	NA
Gene409	0.880407318232859	10	10	24	15	ER.A	-1	11	0.00567	13	0.006311	15	0.898	0.751269086250002	0.904	0.484	1.689	-0.101	0.319	1	612500	613500	protein_coding	+	info409	info409	NA
Gene222	0.880618934463295	10	4	13	5	ER	0.00764444545877858	6	0.003093	7	0.003398	5	0.91	0.976833921025181	1.01	0.519	1.963	0.01	0.339	1	332000	333000	non_coding	-	info222	info222	NA
Gene652	0.88115552643579	10	8	16	9	ER	0.000571692715965362	8	0.004124	8	0.003883	9	1.062	0.947638075446543	1.023	0.516	2.028	0.023	0.349	1	977000	978000	non_coding	-	info652	info652	NA
Gene274	0.88124863063088	10	6	11	10	ER	0.000190375362877566	5	0.002577	6	0.002913	10	0.885	0.605751510769472	0.741	0.237	2.315	-0.3	0.581	1	410000	411000	non_coding	-	info274	info274	NA
Gene709	0.881443617412111	10	6	16	7	ER	0.00191203939186356	7	0.003608	9	0.004369	7	0.826	0.828521176549965	0.935	0.507	1.722	-0.068	0.312	1	1062500	1063500	protein_coding	+	info709	info709	NA
Gene1264	0.881659734446423	10	10	30	20	ER.A	-1	14	0.007216	16	0.007767	20	0.929	0.785147192645721	0.922	0.512	1.657	-0.082	0.299	1	1895000	1896000	non_coding	-	info1264	info1264	NA
Gene512	0.8819184783905	10	7	20	16	ER	1.60007734223206e-06	9	0.004639	11	0.00534	16	0.869	0.726967831520389	0.869	0.396	1.908	-0.14	0.401	1	767000	768000	non_coding	-	info512	info512	NA
Gene41	0.882323326411812	10	10	31	15	ER.A	-1	16	0.008247	15	0.007282	15	1.133	0.77507409322418	1.073	0.661	1.744	0.071	0.248	1	60500	61500	protein_coding	+	info41	info41	NA
Gene89	0.882680946600689	10	9	24	15	ER.A	-1	11	0.00567	13	0.006311	15	0.898	0.89856798089734	0.96	0.51	1.804	-0.041	0.322	1	132500	133500	protein_coding	+	info89	info89	NA
Gene24	0.883834768806363	10	8	20	10	ER	0.000300588934679008	10	0.005155	10	0.004854	10	1.062	0.981326146370212	1.006	0.589	1.721	0.006	0.274	1	35000	36000	non_coding	-	info24	info24	NA
Gene21	0.885634440489641	10	10	23	16	ER.A	-1	10	0.005155	13	0.006311	16	0.817	0.658316978651462	0.867	0.461	1.63	-0.142	0.322	1	30500	31500	protein_coding	+	info21	info21	NA
Gene80	0.886729293421095	10	6	11	9	ER	0.000179859168308691	5	0.002577	6	0.002913	9	0.885	0.905176649484881	1.062	0.397	2.841	0.06	0.502	1	119000	120000	non_coding	-	info80	info80	NA
Gene703	0.887168813258977	10	8	20	15	ER	3.04635248950591e-06	9	0.004639	11	0.00534	15	0.869	0.823606683901507	0.917	0.427	1.967	-0.087	0.389	1	1053500	1054500	protein_coding	+	info703	info703	NA
Gene181	0.887818416591276	10	10	19	10	ER	0.000373706552327361	10	0.005155	9	0.004369	10	1.18	0.87556377400606	1.053	0.551	2.013	0.052	0.33	1	270500	271500	protein_coding	+	info181	info181	NA
Gene1302	0.888350415713936	10	3	6	5	ER	0.0124448347257995	2	0.001031	4	0.001942	5	0.531	0.538877134461029	0.611	0.127	2.943	-0.493	0.802	1	1952000	1953000	non_coding	-	info1302	info1302	NA
Gene348	0.889433021764746	10	7	19	7	ER	0.0028817696897025	11	0.00567	8	0.003883	7	1.46	0.662003007187074	1.108	0.699	1.757	0.103	0.235	1	521000	522000	non_coding	-	info348	info348	NA
Gene1183	0.890446260857291	10	9	17	12	ER	6.21544488617605e-05	7	0.003608	10	0.004854	12	0.743	0.670253257092768	0.842	0.383	1.854	-0.171	0.403	1	1773500	1774500	protein_coding	+	info1183	info1183	NA
Gene1068	0.891680816540936	10	7	18	12	ER	4.51893432317074e-05	10	0.005155	8	0.003883	12	1.328	0.803747265755081	1.098	0.527	2.288	0.093	0.375	1	1601000	1602000	non_coding	-	info1068	info1068	NA
Gene940	0.892879421181435	10	10	25	17	ER.A	-1	11	0.00567	14	0.006796	17	0.834	0.887507749678851	0.954	0.496	1.835	-0.047	0.334	1	1409000	1410000	non_coding	-	info940	info940	NA
Gene895	0.892981563297219	10	10	21	15	ER.A	-1	12	0.006186	9	0.004369	15	1.416	0.752918029184265	1.111	0.576	2.142	0.105	0.335	1	1341500	1342500	protein_coding	+	info895	info895	NA
Gene795	0.893599490070582	10	6	15	13	ER	1.58073936792223e-05	8	0.004124	7	0.003398	13	1.214	0.683490279244391	1.22	0.469	3.175	0.199	0.488	1	1191500	1192500	protein_coding	+	info795	info795	NA
Gene1364	0.895179270292274	10	9	26	22	ER.A	-1	13	0.006701	13	0.006311	22	1.062	0.883041073158912	1.056	0.513	2.173	0.054	0.368	1	2045000	2046000	non_coding	-	info1364	info1364	NA
Gene678	0.89580979113004	10	6	20	14	ER	7.31831849641302e-06	10	0.005155	10	0.004854	14	1.062	0.889782892773212	1.053	0.507	2.187	0.052	0.373	1	1016000	1017000	non_coding	-	info678	info678	NA
Gene483	0.895921392894287	10	9	17	11	ER	4.23393347295593e-05	8	0.004124	9	0.004369	11	0.944	0.78871822320298	0.911	0.46	1.805	-0.093	0.349	1	723500	724500	protein_coding	+	info483	info483	NA
Gene232	0.896088072401018	10	6	15	11	ER	0.00012898167377948	8	0.004124	7	0.003398	11	1.214	0.933788131447542	1.037	0.436	2.466	0.037	0.442	1	347000	348000	non_coding	-	info232	info232	NA
Gene1324	0.89625056295662	10	9	20	13	ER	4.53293327973999e-05	9	0.004639	11	0.00534	13	0.869	0.854848611603049	0.944	0.511	1.744	-0.057	0.313	1	1985000	1986000	non_coding	-	info1324	info1324	NA
Gene620	0.896488257772179	10	10	23	17	ER.A	-1	10	0.005155	13	0.006311	17	0.817	0.725326234369425	0.882	0.437	1.779	-0.126	0.358	1	929000	930000	non_coding	-	info620	info620	NA
Gene772	0.897468069040054	10	8	17	13	ER	2.58627349868458e-05	8	0.004124	9	0.004369	13	0.944	0.911946281867492	0.954	0.411	2.214	-0.048	0.43	1	1157000	1158000	non_coding	-	info772	info772	NA
Gene1328	0.898163238456979	10	10	30	13	ER.A	-1	16	0.008247	14	0.006796	13	1.214	0.736561213248927	1.08	0.69	1.692	0.077	0.229	1	1991000	1992000	non_coding	-	info1328	info1328	NA
Gene1108	0.898372862673059	10	9	26	16	ER.A	-1	12	0.006186	14	0.006796	16	0.91	0.939960275131232	0.978	0.546	1.752	-0.022	0.298	1	1661000	1662000	non_coding	-	info1108	info1108	NA
Gene758	0.898592409953482	10	10	28	20	ER.A	-1	15	0.007732	13	0.006311	20	1.225	0.766061502041231	1.098	0.592	2.036	0.094	0.315	1	1136000	1137000	non_coding	-	info758	info758	NA
Gene1166	0.89878614437431	10	10	18	9	ER	0.000687198950708459	8	0.004124	10	0.004854	9	0.85	0.748302190796129	0.905	0.493	1.664	-0.1	0.31	1	1748000	1749000	non_coding	-	info1166	info1166	NA
Gene1435	0.89919468461543	10	10	31	16	ER.A	-1	15	0.007732	16	0.007767	16	0.995	0.801135961164864	1.06	0.674	1.667	0.058	0.231	1	2151500	2152500	protein_coding	+	info1435	info1435	NA
Gene446	0.899645376688435	10	7	7	4	ER	0.0120631611819445	2	0.001031	5	0.002427	4	0.425	0.675458969550971	0.78	0.244	2.495	-0.248	0.593	1	668000	669000	non_coding	-	info446	info446	NA
Gene1112	0.900111842285151	10	7	18	11	ER	0.000162431187686669	9	0.004639	9	0.004369	11	1.062	0.903167720560885	1.042	0.534	2.036	0.042	0.342	1	1667000	1668000	non_coding	-	info1112	info1112	NA
Gene708	0.90196363522469	10	10	32	17	ER.A	-1	17	0.008763	15	0.007282	17	1.203	0.762888366414638	1.076	0.669	1.73	0.073	0.242	1	1061000	1062000	non_coding	-	info708	info708	NA
Gene987	0.902896149252173	10	7	19	14	ER	9.77462765173782e-06	8	0.004124	11	0.00534	14	0.772	0.688712672816335	0.852	0.388	1.868	-0.161	0.401	1	1479500	1480500	protein_coding	+	info987	info987	NA
Gene683	0.902921136866065	10	5	14	5	ER	0.00899488249604514	9	0.004639	5	0.002427	5	1.911	0.631903216777165	1.157	0.637	2.101	0.146	0.304	1	1023500	1024500	protein_coding	+	info683	info683	NA
Gene1036	0.903712589031577	10	7	18	10	ER	0.000203314579773692	8	0.004124	10	0.004854	10	0.85	0.803762826907258	0.921	0.479	1.768	-0.083	0.333	1	1553000	1554000	non_coding	-	info1036	info1036	NA
Gene193	0.905918108274295	10	8	18	9	ER	0.00043215230319293	7	0.003608	11	0.00534	9	0.676	0.613903873281916	0.85	0.453	1.596	-0.162	0.321	1	288500	289500	protein_coding	+	info193	info193	NA
Gene672	0.906361093786171	10	6	19	12	ER	1.95835889001705e-05	9	0.004639	10	0.004854	12	0.956	0.844853929257583	1.074	0.523	2.205	0.072	0.367	1	1007000	1008000	non_coding	-	info672	info672	NA
Gene466	0.909193805547781	10	7	22	16	ER.A	-1	12	0.006186	10	0.004854	16	1.274	0.82374647018077	1.073	0.575	2.003	0.071	0.318	1	698000	699000	non_coding	-	info466	info466	NA
Gene1274	0.910475339515041	10	6	13	10	ER	0.000164368598519414	7	0.003608	6	0.002913	10	1.239	0.699982568647454	1.205	0.466	3.115	0.187	0.484	1	1910000	1911000	non_coding	-	info1274	info1274	NA
Gene1420	0.911829449219282	10	9	27	19	ER.A	-1	13	0.006701	14	0.006796	19	0.986	0.873795651754634	1.048	0.585	1.877	0.047	0.297	1	2129000	2130000	non_coding	-	info1420	info1420	NA
Gene623	0.911984524963754	10	8	18	11	ER	0.000103456409871474	9	0.004639	9	0.004369	11	1.062	0.845551718732851	1.07	0.543	2.105	0.067	0.346	1	933500	934500	protein_coding	+	info623	info623	NA
Gene1388	0.913628512592979	10	8	15	13	ER	2.09706884351011e-05	8	0.004124	7	0.003398	13	1.214	0.926442859516266	1.044	0.422	2.578	0.043	0.461	1	2081000	2082000	non_coding	-	info1388	info1388	NA
Gene220	0.914528134118416	10	7	12	4	ER	0.0176603377077922	7	0.003608	5	0.002427	4	1.487	0.619082217561406	1.186	0.605	2.328	0.171	0.344	1	329000	330000	non_coding	-	info220	info220	NA
Gene1385	0.915956393751409	10	5	12	10	ER	0.000372287583538368	6	0.003093	6	0.002913	10	1.062	0.956333463967008	0.972	0.351	2.693	-0.028	0.52	1	2076500	2077500	protein_coding	+	info1385	info1385	NA
Gene1408	0.91681787570185	10	9	13	8	ER	0.000983267488108711	7	0.003608	6	0.002913	8	1.239	0.689868142262514	1.16	0.559	2.409	0.149	0.373	1	2111000	2112000	non_coding	-	info1408	info1408	NA
Gene95	0.916905772520726	10	7	22	15	ER.A	-1	11	0.00567	11	0.00534	15	1.062	0.950946419979396	1.022	0.515	2.028	0.022	0.35	1	141500	142500	protein_coding	+	info95	info95	NA
Gene725	0.917452073453965	10	10	29	10	ER.A	-1	14	0.007216	15	0.007282	10	0.991	0.817978394771635	1.043	0.731	1.487	0.042	0.181	1	1086500	1087500	protein_coding	+	info725	info725	NA
Gene1220	0.917950709218533	10	6	18	11	ER	6.90743512527786e-05	8	0.004124	10	0.004854	11	0.85	0.856857709401285	0.936	0.457	1.918	-0.066	0.366	1	1829000	1830000	non_coding	-	info1220	info1220	NA
Gene260	0.919932112715769	10	7	11	8	ER	0.0012144091947295	5	0.002577	6	0.002913	8	0.885	0.889671463170922	0.935	0.363	2.409	-0.067	0.483	1	389000	390000	non_coding	-	info260	info260	NA
